NAME,RESTAURANT NAME,CALORIES,CATEGORY,PRICE ,ALLERGENS 1,ALLERGENS 2,ALLERGENS 3,ALLERGENS 4,ALLERGENS 5,ALLERGENS 6,ALLERGENS 7,ALLERGENS 8,ALLERGENS 9,ALLERGENS 10,SIMPLE NAME 1,SIMPLE NAME 2,SIMPLE NAME 3,
CINNAMON RAISIN BAGEL,AU BON PAIN,280,MEAL, , SOY, WHEAT, , , , , , , , ,BREAD, , ,
CINNAMON RAISIN BAGEL,STARBUCKS,270,MEAL, , , , , , , , , , , ,PASTRY, , ,
CINNAMON ROLL,HAGERTY FAMILY CAFE, ,SNACK, , , , , , , , , , , ,BREAD,PASTRY,CINNAMON,
CINNAMON SWIRL ROLL,AU BON PAIN,550,SNACK, , EGGS, MILK, SOY, WHEAT, , , , , , ,PASTRY, , ,
CINNAMON TWISTS,TACO BELL PIZZA HUT,170,SNACK, , , , , , , , , , , ,PASTRY, , ,
CLAM CHOWDER (LARGE),AU BON PAIN,460,MEAL, , COD, MILK, CLAMS, WHEAT, , , , , , ,SOUP, , ,
CLAM CHOWDER (MEDIUM),AU BON PAIN,350,MEAL, , COD, MILK, CLAMS, WHEAT, , , , , , ,SOUP, , ,
CLAM CHOWDER (SMALL),AU BON PAIN,230,MEAL, , COD, MILK, CLAMS, WHEAT, , , , , , ,SOUP, , ,
CLASHMORE MIKE S BUFFALO CHICKEN WRAP,LEGENDS, ,MEAL, , , , , , , , , , , ,CHICKEN, , ,
CLASSIC CHEESE,PIZZA PI, ,MEAL, , , , , , , , , , , ,PIZZA,CHEESE, ,
CLASSIC COBB SALAD (NO DRESSING  NO PROTEIN OPTION),SMASHBURGER,320,MEAL,,MILK,EGG, , ,, , , , , ,SALAD, , ,
CLASSIC COFFEE CAKE,STARBUCKS,330,SNACK,, , , , , , , , , , ,SNACK,CAKE, ,
CLASSIC GRILLED CHEESE,AU BON PAIN,520,MEAL,, MILK, SOY, WHEAT, , , , , , , ,SANDWICH,CHEESE, ,
CLASSIC OATMEAL,STARBUCKS,160,MEAL,, , , , , , , , , , ,OATMEAL, , ,
CLASSIC OATMEAL (LARGE),AU BON PAIN,340,MEAL,, , , , , , , , , , ,BREAKFAST, , ,
CLASSIC OATMEAL (MEDIUM),AU BON PAIN,260,MEAL,, , , , , , , , , , ,BREAKFAST, , ,
CLASSIC OATMEAL (SMALL),AU BON PAIN,170,MEAL,, , , , , , , , , , ,BREAKFAST, , ,
CLASSIC OATMEAL RAISIN COOKIE,AU BON PAIN,290,SNACK,, EGGS, MILK, WHEAT, , , , , , , ,PASTRY,COOKIE, ,
CLASSIC SMASH,SMASHBURGER,560,MEAL,,MILK,TREE NUT,WHEAT,SOY,EGG, , , , , ,BURGER,SANDWICH, ,
CLASSIC TUNA (6-INCH),SUBWAY,450,MEAL, ,WHEAT,GLUTEN,SOYBEANS,EGG,FISH,FISH, , , , ,SANDWICH, , ,
CLASSIC TUNA (FOOTLONG),SUBWAY,900,MEAL, ,WHEAT,GLUTEN,SOYBEANS,EGG,FISH,FISH, , , , ,SANDWICH, , ,
CLASSIC WINGS 12,LEGENDS, ,MEAL, , , , , , , , , , , ,CHICKEN, , ,
CLASSIC WINGS 6,LEGENDS, ,MEAL, , , , , , , , , , , ,CHICKEN, , ,
COCA COLA (KIDS),SMASHBURGER,150,BEVERAGE, , , , , , , , , , , ,SODA, , ,
COCA COLA (LARGE),SMASHBURGER,390,BEVERAGE, , , , , , , , , , , ,SODA, , ,
COCA COLA (REGULAR),SMASHBURGER,270,BEVERAGE, , , , , , , , , , , ,SODA, , ,
COFFEE,AU BON PAIN CART,5,BEVERAGE, , , , , , , , , , , ,COFFEE, , ,
COFFEE,CAFE COMMONS,5,BEVERAGE, , , , , , , , , , , ,COFFEE, , ,
COFFEE,DECIO, ,BEVERAGE, , , , , , , , , , , ,COFFEE, , ,
COFFEE,CROSSINGS, ,BEVERAGE, , , , , , , , , , , ,COFFEE, , ,
COFFEE - GRANDE,STARBUCKS,240,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COFFEE - MINI,STARBUCKS,120,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COFFEE - TALL,STARBUCKS,180,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COFFEE - VENTI,STARBUCKS,350,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COKE (LARGE),AU BON PAIN,390,BEVERAGE,, , , , , , , , , , ,SODA, , ,
COKE (MEDIUM),AU BON PAIN,290,BEVERAGE,, , , , , , , , , , ,SODA, , ,
COKE ZERO (KIDS),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
COKE ZERO (LARGE),AU BON PAIN,5,BEVERAGE,, , , , , , , , , , ,SODA, , ,
COKE ZERO (LARGE),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
COKE ZERO (MEDIUM),AU BON PAIN,5,BEVERAGE,, , , , , , , , , , ,SODA, , ,
COKE ZERO (REGULAR),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
COLD BREW,HAGERTY FAMILY CAFE, ,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
COLD BREW - GRANDE,STARBUCKS,5,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW - TALL,STARBUCKS,5,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW - TRENTA,STARBUCKS,5,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW - VENTI,STARBUCKS,5,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH CASCARA COLD FOAM - GRANDE,STARBUCKS,80,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH CASCARA COLD FOAM - TALL,STARBUCKS,50,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH CASCARA COLD FOAM - TRENTA,STARBUCKS,130,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH CASCARA COLD FOAM - VENTI,STARBUCKS,100,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH COLD FOAM - GRANDE,STARBUCKS,35,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH COLD FOAM - TALL,STARBUCKS,30,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH COLD FOAM - TRENTA,STARBUCKS,45,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH COLD FOAM - VENTI,STARBUCKS,40,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH SALTED CREAM COLD FOAM - GRANDE,STARBUCKS,230,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH SALTED CREAM COLD FOAM - TALL,STARBUCKS,160,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH SALTED CREAM COLD FOAM - TRENTA,STARBUCKS,340,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD BREW WITH SALTED CREAM COLD FOAM - VENTI,STARBUCKS,280,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
COLD CUT COMBO,SUBWAY,180,MEAL,, ,GLUTEN,SOYBEANS, , , , , , , ,SANDWICH, , ,
COLD CUT COMBO (6-INCH),SUBWAY,330,MEAL,, ,GLUTEN,SOYBEANS, , , , , , , ,SANDWICH, , ,
COLD CUT COMBO (FOOTLONG),SUBWAY,660,MEAL,, ,GLUTEN,SOYBEANS, , , , , , , ,SANDWICH, , ,
COLD CUT COMBO ON TOMATO BASIL WRAP,SUBWAY,570,MEAL,, ,GLUTEN, , , , , , , , ,SANDWICH, , ,
CONFETTI SUGAR COOKIE,STARBUCKS,410,SNACK,, , , , , , , , , , ,PASTRY,COOKIE, ,
Cookie,GARBANZO , ,SNACK,, , , , , , , , , , ,PASTRY, , ,
COOKIE DOUGH,HAGERTY FAMILY CAFE, ,BEVERAGE,, , , , , , , , , , ,SMOOTHIES,COOKIE, ,
COOKIE DOUGH,HAGERTY FAMILY CAFE, ,SNACK,, , , , , , , , , , ,PASTRY,COOKIE, ,
COOKIE  CHOCOLATE CHUNK ,SUBWAY,200,MEAL,, ,GLUTEN,SOYBEANS,MILK,PEANUTS,PEANUTS,TREE NUTS,SOYBEANS, , ,SANDWICH, , ,
COOKIE  DOUBLE CHOCOLATE ,SUBWAY,210,MEAL,, ,GLUTEN,SOYBEANS,MILK,PEANUTS,PEANUTS,TREE NUTS,SOYBEANS, , ,SANDWICH, , ,
CORN & GREEN CHILI BISQUE (LARGE),AU BON PAIN,360,MEAL,, , SOY, WHEAT, , , , , , , ,SOUP, , ,
CORN & GREEN CHILI BISQUE (MEDIUM),AU BON PAIN,270,MEAL,, , SOY, WHEAT, , , , , , , ,SOUP, , ,
CORN & GREEN CHILI BISQUE (SMALL),AU BON PAIN,180,MEAL,, , SOY, WHEAT, , , , , , , ,SOUP, , ,
CORN CHOWDER (LARGE),AU BON PAIN,480,MEAL,, , SOY, WHEAT, , , , , , , ,SOUP, , ,
CORN CHOWDER (MEDIUM),AU BON PAIN,360,MEAL,, , SOY, WHEAT, , , , , , , ,SOUP, , ,
CORN CHOWDER (SMALL),AU BON PAIN,240,MEAL,, , SOY, WHEAT, , , , , , , ,SOUP, , ,
CORN CHOWDER SOUP,CROSSINGS, ,MEAL,, , , , , , , , , , ,SOUP,CORN, ,
CORN MUFFIN,AU BON PAIN,470,SNACK,, , MILK, SOY, WHEAT, PECAN, WALNUT, , , , ,PASTRY, , ,
COUNTRY GRILLED CHEESE,AU BON PAIN,580,MEAL,, , SOY, WHEAT, , , , , , , ,SANDWICH,CHEESE, ,
COUNTRY WHITE BREAD,AU BON PAIN,240,MEAL,, , WHEAT, , , , , , , , ,BREAD, , ,
CREAM OF CHICKEN & WILD RICE SOUP (LARGE),AU BON PAIN,360,MEAL,, , SOY, WHEAT, , , , , , , ,SOUP,CHICKEN, ,
CREAM OF CHICKEN & WILD RICE SOUP (MEDIUM),AU BON PAIN,270,MEAL,, , SOY, WHEAT, , , , , , , ,SOUP,CHICKEN, ,
CREAM OF CHICKEN & WILD RICE SOUP (SMALL),AU BON PAIN,180,MEAL,, , SOY, WHEAT, , , , , , , ,SOUP,CHICKEN, ,
CREME BRULEE OF THE MONTH ,ROHRS, ,SNACK,, , , , , , , , , , ,BRULEE, , ,
CRISPY GRILLED CHEESE SANDWICH,STARBUCKS,540,MEAL,, , , , , , , , , , ,SANDWICH,CHEESE, ,
CROISSANT SANDWHICH,CHARRON FAMILY, ,MEAL,, , , , , , , , , , ,PASTRY, , ,
CROISSANTS,CHARRON FAMILY, ,MEAL,, , , , , , , , , , ,PASTRY, , ,
CRUNCHWRAP SUPREME,TACO BELL PIZZA HUT,530,MEAL,, , , , , , , , , , ,BURRITO,TACO,BEEF,
CRUNCHY TACO,TACO BELL PIZZA HUT,190,MEAL,, , , , , , , , , , ,TACO,BEEF,CHEESE,
CRUNCHY TACO SUPREME,TACO BELL PIZZA HUT,190,MEAL,, , , , , , , , , , ,TACO,BEEF,CHEESE,
CUBAN BOWL,CROSSINGS, ,MEAL,, , , , , , , , , , ,VEGETABLES,TOMATOS,RICE,
CURRIED RICE & LENTIL SOUP (LARGE),AU BON PAIN,240,MEAL,, , , , , , , , , , ,SOUP, , ,
CURRIED RICE & LENTIL SOUP (MEDIUM),AU BON PAIN,180,MEAL,, , , , , , , , , , ,SOUP, , ,
CURRIED RICE & LENTIL SOUP (SMALL),AU BON PAIN,120,MEAL,, , , , , , , , , , ,SOUP, , ,
CURRY CHICKEN BOWL,MODERN MARKET, ,MEAL,, , , , , , , , , , ,RICE,CURRY,CHICKEN,
CUSTOM SANDWICH,CAFE COMMONS, ,MEAL,, , , , , , , , , , ,SANDWHICH, , ,
DASANI WATER,MODERN MARKET, ,BEVERAGE,, , , , , , , , , , ,WATER, , ,
DELI SANDWICH,CAFE DE GRASTA, ,MEAL,, , , , , , , , , , ,SANDWICH,CHEESE, ,
DELI SANDWICH CHICKEN,CAFE DE GRASTA, ,MEAL,, , , , , , , , , , ,SANDWICH,CHEESE,CHICKEN,
DELI SANDWICH HAM,CAFE DE GRASTA, ,MEAL,, , , , , , , , , , ,SANDWICH,CHEESE,HAM,
DELI SANDWICH TURKEY,CAFE DE GRASTA, ,MEAL,, , , , , , , , , , ,SANDWICH,CHEESE,TURKEY,
DENVER CREPE,HAGERTY FAMILY CAFE, ,MEAL,, , , , , , , , , , ,SANDWICH,EGG,CHEESE,
DIET COKE (KIDS),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DIET COKE (LARGE),AU BON PAIN,5,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DIET COKE (LARGE),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DIET COKE (MEDIUM),AU BON PAIN,5,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DIET COKE (REGULAR),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DIET COKE  CAFFEINE FREE (KIDS),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DIET COKE  CAFFEINE FREE (LARGE),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DIET COKE  CAFFEINE FREE (REGULAR),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DIET DR. PEPPER (KIDS),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DIET DR. PEPPER (LARGE),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DIET DR. PEPPER (REGULAR),SMASHBURGER,0,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DON MIGUEL GASCON,LEGENDS, ,BEVERAGE,, , , , , , , , , , ,ALCOHOL, , ,
DONUTS,CHARRON FAMILY, ,MEAL,, , , , , , , , , , ,PASTRY, , ,
DORITOS LOCOS SUPREME,TACO BELL PIZZA HUT,190,MEAL,, , , , , , , , , , ,TACO,BEEF,CHEESE,
DORITOS LOCOS TACOS,TACO BELL PIZZA HUT,170,MEAL,, , , , , , , , , , ,TACO,BEEF,CHEESE,
DOUBLE CHOCOLATE CHUNK BROWNIE,STARBUCKS,480,SNACK,, , , , , , , , , , ,PASTRY,CHOCOLATE, ,
DOUBLE CHOCOLATE CHUNK MUFFIN,AU BON PAIN,580,SNACK,, , MILK, SOY, WHEAT, PECAN, WALNUT, , , , ,PASTRY,CHOCOLATE, ,
DOUBLE CHOCOLATE CHUNK MUFFIN,AU BON PAIN CART,580,SNACK,, , MILK, SOY, WHEAT, PECAN, WALNUT, , , , ,PASTRY,CHOCOLATE, ,
DOUBLE CHOCOLATE CUPCAKE,AU BON PAIN,320,SNACK,, , MILK, SOY, WHEAT, HAZELNUTS, MACADAMIAS, PECANS, PISTACHIOS, WALNUTS, ,PASTRY,CHOCOLATE, ,
DOUBLE CHOCOLATE MUDSLIDE COOKIE,AU BON PAIN,370,SNACK,, , MILK, SOY, WALNUTS, , , , , , ,PASTRY,CHOCOLATE, ,
DOUBLE CHOCOLATY CHIP CREME - GRANDE,STARBUCKS,210,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
DOUBLE CHOCOLATY CHIP CREME - MINI,STARBUCKS,470,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
DOUBLE CHOCOLATY CHIP CREME - TALL,STARBUCKS,560,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
DOUBLE CHOCOLATY CHIP CREME - VENTI,STARBUCKS,310,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
DOUBLE-SMOKED BACON  CHEDDAR & EGG SANDWICH,STARBUCKS,520,MEAL,, , , , , , , , , , ,SANDWICH,EGG,BACON,
DOZEN COOKIES,HAGERTY FAMILY CAFE, ,SNACK,, , , , , , , , , , ,PASTRY,COOKIE, ,
DOZEN COOKIES,PIZZA PI, ,SNACK,, , , , , , , , , , ,COOKIE, , ,
DR. PEPPER (KIDS),SMASHBURGER,150,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DR. PEPPER (LARGE),SMASHBURGER,400,BEVERAGE,, , , , , , , , , , ,SODA, , ,
DR. PEPPER (REGULAR),SMASHBURGER,280,BEVERAGE,, , , , , , , , , , ,SODA, , ,
EDAMAME HUMMUS WRAP BISTRO BOX,STARBUCKS,490,MEAL,, , , , , , , , , , ,SANDWICH, , ,
EDNA VALLEY,LEGENDS, ,BEVERAGE,, , , , , , , , , , ,ALCOHOL, , ,
EGG & CHEESE FLATBREAD (6-INCH),SUBWAY,380,MEAL,, ,GLUTEN,SOYBEANS,MILK,EGG,EGG,MILK, , , ,SANDWICH,CHEESE,EGGS,
EGG & CHEESE FLATBREAD (FOOTLONG),SUBWAY,760,MEAL,, ,GLUTEN,SOYBEANS,MILK,EGG,EGG,MILK, , , ,SANDWICH,CHEESE,EGGS,
EGG ROLL,STAR GINGER,130,MEAL,, , , , , , , , , , ,EGG, , ,
EGG WHITE FLORENTINE,HAGERTY FAMILY CAFE, ,MEAL,, , , , , , , , , , ,SANDWICH,EGG,BACON,
EGG WHITES & CHEDDAR ON SKINNY WHEAT BAGEL,AU BON PAIN,210,MEAL,, , MILK, SOY, WHEAT, , , , , , ,SANDWICH,EGGS, ,
EGG WHITES  CHEDDAR & AVOCADO ON SKINNY WHEAT BAGEL,AU BON PAIN,360,MEAL,, , MILK, SOY, WHEAT, , , , , , ,SANDWICH,EGGS, ,
EGGPLANT PARMESAN,AU BON PAIN,50,MEAL,, , MILK, SOY, WHEAT, , , , , , ,VEGETABLES,EGGS, ,
EGGS & CHEESE PROTEIN BOX,STARBUCKS,470,MEAL,, , , , , , , , , , ,SANDWICH,EGG,CHEESE,
EL CUBANO,LEGENDS, ,MEAL,, , , , , , , , , , ,PORK, , ,
ENERGY COOKIE,AU BON PAIN,390,SNACK,, , MILK, SOY, WHEAT, , , , , , ,PASTRY,COOKIE, ,
ENGLISH TOFFEE COOKIE,AU BON PAIN,320,SNACK,, , MILK, SOY, ALMONDS, WHEAT,WALNUTS, , , , ,PASTRY,COOKIE, ,
ESPRESSO - DOUBLE SHOT,AU BON PAIN,10,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
ESPRESSO - GRANDE,STARBUCKS, ,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
ESPRESSO - TALL,STARBUCKS,160,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
ESPRESSO - VENTI,STARBUCKS,230,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
ESPRESSO CON PANNA (WHIPPED CREAM) - DOUBLE,STARBUCKS,35,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
ESPRESSO CON PANNA (WHIPPED CREAM) - QUAD,STARBUCKS,50,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
ESPRESSO CON PANNA (WHIPPED CREAM) - SINGLE,STARBUCKS,30,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
ESPRESSO CON PANNA (WHIPPED CREAM) - TRIPLE,STARBUCKS,40,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
ESPRESSO SHOT - SINGLE,STARBUCKS,5,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
ESPRESSO SHOTS - DOUBLE,STARBUCKS,10,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
ESPRESSO SHOTS - QUAD,STARBUCKS,20,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
ESPRESSO SHOTS - TRIPLE,STARBUCKS,15,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
ETHOS BOTTLED WATER,STARBUCKS,0,BEVERAGE,,MILK, , , , , , , , , ,WATER, , ,
EVERYBODY S FAVORITE - BANTAM BAGEL (2 PACK),STARBUCKS,200,MEAL,, , , , , , , , , , ,PASTRY, , ,
EVERYTHING BAGEL,AU BON PAIN,260,MEAL,, , WHEAT, SESAME, , , , , , , ,BREAD, , ,
EVERYTHING BAGEL,STARBUCKS,290,MEAL,, , , , , , , , , , ,PASTRY, , ,
EVERYTHING BREADSTICK,AU BON PAIN,160,MEAL,, , WHEAT, SESAME, , , , , , , ,BREAD, , ,
EVOLUTION FRESH DEFENSE UP SMOOTHIE,STARBUCKS,140,BEVERAGE,, , , , , , , , , , ,SMOOTHIE, , ,
EVOLUTION FRESH ORANGE JUICE,STARBUCKS,120,BEVERAGE,,MILK, , , , , , , , , ,JUICE, , ,
EVOLUTION FRESH ORGANIC STRAWBERRY LEMONADE,STARBUCKS,110,BEVERAGE,,MILK, , , , , , , , , ,JUICE, , ,
EVOLUTION FRESH PINEAPPLE COCONUT WATER,STARBUCKS,60,BEVERAGE,,MILK, , , , , , , , , ,WATER, , ,
EVOLUTION FRESH SUPER GREEN JUICE,STARBUCKS,130,BEVERAGE,,MILK, , , , , , , , , ,JUICE, , ,
EVOLUTION FRESH SWEET BERRY,STARBUCKS,120,BEVERAGE,, , , , , , , , , , ,SMOOTHIE, , ,
EVOLUTION FRESH SWEET GREENS & LEMON JUICE,STARBUCKS,50,BEVERAGE,,MILK, , , , , , , , , ,JUICE, , ,
EXPRESSO,CHARRON FAMILY, ,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
EXPRESSO,MCCOURTNEY EXPRESSO CART, ,BEVERAGE,, , , , , , , , , , , ,COFFEE, ,
EXPRESSO MACCHIATO,CHARRON FAMILY, ,BEVERAGE,, , , , , , , , , , ,COFFEE, , ,
Falafel,GARBANZO , ,MEAL,, , , , , , , , , , ,FALAFEL,BREAD, ,
FANTA ORANGE (KIDS),SMASHBURGER,160,BEVERAGE,, , , , , , , , , , ,SODA, , ,
FANTA ORANGE (LARGE),SMASHBURGER,420,BEVERAGE,, , , , , , , , , , ,SODA, , ,
FANTA ORANGE (REGULAR),SMASHBURGER,290,BEVERAGE,, , , , , , , , , , ,SODA, , ,
FARMER SALAD - HALF,MODERN MARKET,360,MEAL,, , , , , , , , , , ,SALAD, , ,
FARMER SALAD - WHOLE,MODERN MARKET,720,MEAL,, , , , , , , , , , ,SALAD, , ,
FARMER S FAVORITE,PIZZA PI, ,MEAL,, , , , , , , , , , ,PIZZA,VEGETABLES, ,
FARMERS  MARKET FARRO��BOWL,LEGENDS, ,MEAL,, , , , , , , , , , ,VEGETABLES, , ,
FIESTA TACO SALAD,TACO BELL PIZZA HUT,740,MEAL,, , , , , , , , , , ,TACO,SALAD, ,
FIRE ROASTED VEGETABLE SOUP,CROSSINGS, ,MEAL,, , , , , , , , , , ,SOUP,VEGETABLES, ,
FIVE ONION SOUP (LARGE),AU BON PAIN,270,MEAL,, , SOY, WHEAT, SULFITES, , , , , , ,SOUP, , ,
FIVE ONION SOUP (MEDIUM ),AU BON PAIN,210,MEAL,, , SOY, WHEAT, SULFITES, , , , , , ,SOUP, , ,
FIVE ONION SOUP (SMALL),AU BON PAIN,140,MEAL,, , SOY, WHEAT, SULFITES, , , , , , ,SOUP, , ,
FLAT WHITE - GRANDE,STARBUCKS,220,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
FLAT WHITE - TALL,STARBUCKS,170,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
FLAT WHITE - VENTI,STARBUCKS,290,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
Flatbread Chicken,GARBANZO , ,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN, ,
Flatbread Chicken Kabob,GARBANZO , ,MEAL, , , , , , , , , , , ,SANDWICH,CHICKEN, ,
Flatbread Falafel,GARBANZO , ,MEAL, , , , , , , , , , , ,SANDWICH,FALAFEL, ,
Flatbread Gyro,GARBANZO , ,MEAL, , , , , , , , , , , ,SANDWICH,BEEF, ,
Flatbread Portobello,GARBANZO , ,MEAL, , , , , , , , , , , ,SANDWICH,STEAK, ,
Flatbread Steak,GARBANZO , ,MEAL, , , , , , , , , , , ,SANDWICH,STEAK, ,
Flatbread Steak Kabob,GARBANZO , ,MEAL, , , , , , , , , , , ,SANDWICH,STEAK, ,
FLAVORED LATTE,CHARRON FAMILY, ,BEVERAGE, , , , , , , , , , , ,COFFEE, , ,
FLEUR DE MER,LEGENDS, ,BEVERAGE, , , , , , , , , , , ,ALCOHOL, , ,
FOOD SHOULD TASTE GOOD  O ALL NATURAL MULTIGRAIN CHIPS,AU BON PAIN,210,SNACK, , SOY, SESAME, , , , , , , , ,CHIPS, , ,
FOUNDERS DIRTY BASTARD SCOTTISH ALE,LEGENDS, ,BEVERAGE, , , , , , , , , , , ,ALCOHOL, , ,
FOUNDERS PORTER,LEGENDS, ,BEVERAGE, , , , , , , , , , , ,ALCOHOL, , ,
FOUNTAIN DRINK,DECIO, ,BEVERAGE, , , , , , , , , , , ,SODA, , ,
FOUNTAIN DRINKS,TACO BELL PIZZA HUT, ,BEVERAGE, , , , , , , , , , , ,SODA, , ,
FOUR CHEESE MAC & CHEESE,PIZZA PI, ,MEAL, , , , , , , , , , , ,PIZZA,CHEESE,PASTA,
FRENCH FRIES (LARGE),SMASHBURGER,550,MEAL,,MILK,WHEAT,SOY,EGG, , , , , , ,POTATOES, , ,
FRENCH FRIES (REGULAR),SMASHBURGER,370,MEAL,,MILK,WHEAT,SOY,EGG, , , , , , ,POTATOES, , ,
FRENCH MOROCCAN TOMATO LENTIL SOUP (LARGE),AU BON PAIN,260,MEAL, , , , , , , , , , , ,SOUP, , ,
FRENCH MOROCCAN TOMATO LENTIL SOUP (MEDIUM),AU BON PAIN,190,MEAL, , , , , , , , , , , ,SOUP, , ,
FRENCH MOROCCAN TOMATO LENTIL SOUP (SMALL),AU BON PAIN,130,MEAL, , , , , , , , , , , ,SOUP, , ,
FRENCH ONION SOUP,CROSSINGS, ,MEAL, , , , , , , , , , , ,SOUP,VEGETABLES, ,
FRENCH ONION SOUP (LARGE),AU BON PAIN,150,MEAL, , MILK, SOY, WHEAT, , , , , , , ,SOUP, , ,
FRENCH ONION SOUP (MEDIUM),AU BON PAIN,110,MEAL, , MILK, SOY, WHEAT, , , , , , , ,SOUP, , ,
FRENCH ONION SOUP (SMALL),AU BON PAIN,80,MEAL, , MILK, SOY, WHEAT, , , , , , , ,SOUP, , ,
FRESH COOKIES,HAGERTY FAMILY CAFE, ,SNACK, , , , , , , , , , , ,PASTRY,COOKIE, ,
FRESH FRUIT SMOOTHIE WITH BANANAS  PINEAPPLE & GRAPES,AU BON PAIN,250,BEVERAGE, , , , , , , , , , , ,SMOOTHIE, , ,
FRESH FRUIT SMOOTHIE WITH BANANAS  WATERMELON & GRAPES,AU BON PAIN,230,BEVERAGE, , , , , , , , , , , ,SMOOTHIE, , ,
FRESH FRUIT SMOOTHIE WITH MIXED FRUIT,AU BON PAIN,210,BEVERAGE, , , , , , , , , , , ,SMOOTHIE, , ,
FRESH GRAPES,AU BON PAIN,160,SNACK, , , , , , , , , , , ,FRUIT, , ,
FRESH WATERMELON,AU BON PAIN,70,SNACK, , , , , , , , , , , ,FRUIT, , ,
FRESHLY BREWED COFFEE - BLONDE  MEDIUM  DARK OR DECAF - GRANDE,STARBUCKS,5,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
FRESHLY BREWED COFFEE - BLONDE  MEDIUM  DARK OR DECAF - SHORT,STARBUCKS,5,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
FRESHLY BREWED COFFEE - BLONDE  MEDIUM  DARK OR DECAF - TALL,STARBUCKS,5,BEVERAGE,,MILK, , , , , , , , , ,COFFEE, , ,
