NAME,RESTAURANT NAME,CALORIES,CATEGORY,PRICE ,ALLERGENS 1,ALLERGENS 2,ALLERGENS 3,ALLERGENS 4,ALLERGENS 5,ALLERGENS 6,ALLERGENS 7,ALLERGENS 8,ALLERGENS 9,ALLERGENS 10,SIMPLE NAME 1,SIMPLE NAME 2,SIMPLE NAME 3,
MANGO BLACK TEA LEMONADE - GRANDE,STARBUCKS,210,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MANGO BLACK TEA LEMONADE - TALL,STARBUCKS,150,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MANGO BLACK TEA LEMONADE - VENTI,STARBUCKS,90,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MANGO MARGARITA,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
MANGO ME CRAZY,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,MANGO,,
MANGO SMOOTHIE,AU BON PAIN,300,BEVERAGE,, ,,,,,,,,,,SMOOTHIE, , ,
MANGO WAVE FRESH FRUIT SMOOTHIE,AU BON PAIN,230,BEVERAGE,, ,,,,,,,,,,SMOOTHIE, , ,
MANGOI PEACH YOGURT PARFAIT,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,YOGURT,,,
MARBLE POUND CAKE,AU BON PAIN,450,SNACK,, , MILK, SOY, WHEAT,,,,,,,PASTRY,CAKE, ,
MARSHMALLOW DREAM BAR,STARBUCKS,230,SNACK,,,,,,,,,,,,SNACK,,,
MASHED POTATOES,AU BON PAIN,40,MEAL,, ,,,,,,,,,,VEGETABLES, , ,
MATCHA GREEN TEA CREME - GRANDE,STARBUCKS,480,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MATCHA GREEN TEA CREME - TALL,STARBUCKS,390,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MATCHA GREEN TEA CREME - VENTI,STARBUCKS,320,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MAUI MANGO,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,MANGO,,
MAYAN CHICKEN HARVEST HOT BOWL,AU BON PAIN,600,MEAL,, , SOY,,,,,,,,,CHICKEN, , ,
MAYAN CHICKEN HARVEST HOT WRAP,AU BON PAIN,680,MEAL,, , SOY, WHEAT,,,,,,,,SANDWICH,CHICKEN, ,
MEAT LASAGNA,AU BON PAIN,470,MEAL,, , WHEAT, EGGS, SOY,,,,,,,BEEF, , ,
MEATBALL MARINARA,SUBWAY,300,MEAL,, ,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,BEEF,,
MEATBALL MARINARA (6-INCH),SUBWAY,430,MEAL,, ,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,BEEF,,
MEATBALL MARINARA (FOOTLONG),SUBWAY,860,MEAL,, ,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,BEEF,,
MEATBALL MARINARA ON TOMATO BASIL WRAP,SUBWAY,790,MEAL,, ,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,BEEF,,
MEATBALLS & MARINARA SAUCE,AU BON PAIN,40,MEAL,, , MILK, SOY, WHEAT,,,,,,,BEEF, , ,
MEATBALLS WITH TOMATO BASIL SAUCE,STARBUCKS,300,MEAL,,,,,,,,,,,,BEEF,,,
MEATY MARINARA,TACO BELL PIZZA HUT,450,MEAL,,,,,,,,,,,,PASTA,CHEESE,BEEF,
MEDITERRANEAN BOWL,DECIO,,MEAL,,,,,,,,,,,,SALAD,,,
MEDITERRANEAN CHICKEN & TABOULE SALAD,AU BON PAIN,440,MEAL,, , SOY, WHEAT,,,,,,,,CHICKEN,SALAD, ,
MEDITERRANEAN CHICKEN & TABOULE SALAD,AU BON PAIN,440,MEAL,, , SOY, WHEAT,,,,,,,,SALAD,CHICKEN, ,
MEDITERRANEAN CHICKEN HARVEST HOT BOWL,AU BON PAIN,760,MEAL,, ,,,,,,,,,,CHICKEN, , ,
MERIDA SALAD - HALF,MODERN MARKET,480,MEAL,,,,,,,,,,,,SALAD,,,
MERIDA SALAD - WHOLE,MODERN MARKET,750,MEAL,,,,,,,,,,,,SALAD,,,
MEXICAN CHICKEN NOODLE SOUP ,ROHRS,,MEAL,,,,,,,,,,,,CHICKEN,SOUP,,
MEXICAN PIZZA,TACO BELL PIZZA HUT,550,MEAL,,,,,,,,,,,,BURRITO,PIZZA,BEEF,
MEXIMELT,TACO BELL PIZZA HUT,250,MEAL,,,,,,,,,,,,BURRITO,BEEF,CHEESE,
MICHIANA BENEDICT ,ROHRS,,MEAL,,,,,,,,,,,,EGG,BACON,MUFFIN,
MICHIGAN CHERRY OAT BAR,STARBUCKS,310,SNACK,,,,,,,,,,,,SANDWICH,,,
MILK  ORGANIC,SMASHBURGER,110,BEVERAGE,,,,,,,,,,,,MILK,,,
MILK  ORGANIC CHOCOLATE,SMASHBURGER,150,BEVERAGE,,,,,,,,,,,,MILK,,,
MILK  WHOLE,SMASHBURGER,220,BEVERAGE,,,,,,,,,,,,MILK,,,
MILLER LIGHT,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
MINESTRONE SOUP,CROSSINGS,,MEAL,,,,,,,,,,,,SOUP,PASTA,,
MINESTRONE WITH BASIL (LARGE),AU BON PAIN,240,MEAL,, , MILK, WHEAT, SULFITES,,,,,,,SOUP, , ,
MINESTRONE WITH BASIL (MEDIUM),AU BON PAIN,180,MEAL,, , MILK, WHEAT, SULFITES,,,,,,,SOUP, , ,
MINESTRONE WITH BASIL (SMALL),AU BON PAIN,120,MEAL,, , MILK, WHEAT, SULFITES,,,,,,,SOUP, , ,
MINI CHOCOLATE CHIP COOKIES,AU BON PAIN,560,SNACK,, , MILK, SOY, WHEAT,,,,,,,PASTRY,CHOCOLATE, ,
MINI SANDWICH ROLL,AU BON PAIN,110,MEAL,, , WHEAT,,,,,,,,,SANDWICH, , ,
MINT BROWNIE PARFAIT,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,YOGURT,,,
MINUTE MAID LEMONADE (KIDS),SMASHBURGER,140,BEVERAGE,,,,,,,,,,,,JUICE,,,
MINUTE MAID LEMONADE (LARGE),SMASHBURGER,360,BEVERAGE,,,,,,,,,,,,JUICE,,,
MINUTE MAID LEMONADE (REGULAR),SMASHBURGER,250,BEVERAGE,,,,,,,,,,,,JUICE,,,
MINUTE MAID LIGHT LEMONADE (KIDS),SMASHBURGER,5,BEVERAGE,,,,,,,,,,,,JUICE,,,
MINUTE MAID LIGHT LEMONADE (LARGE),SMASHBURGER,15,BEVERAGE,,,,,,,,,,,,JUICE,,,
MINUTE MAID LIGHT LEMONADE (REGULAR),SMASHBURGER,10,BEVERAGE,,,,,,,,,,,,JUICE,,,
MIXED NUTS,AU BON PAIN,420,SNACK,, , CASHEWS,,,,,,,,,NUTS, , ,
MOCHA,CHARRON FAMILY,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
MOCHA - GRANDE,STARBUCKS,410,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MOCHA - MINI,STARBUCKS,190,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MOCHA - TALL,STARBUCKS,290,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MOCHA - VENTI,STARBUCKS,520,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MOCHA COOKIE CRUMBLE - GRANDE,STARBUCKS,360,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MOCHA COOKIE CRUMBLE - TALL,STARBUCKS,570,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MOCHA COOKIE CRUMBLE - VENTI,STARBUCKS,500,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
MOCHA LATTE (LARGE),AU BON PAIN,400,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
MOCHA LATTE (MEDIUM),AU BON PAIN,310,BEVERAGE,, ,,,,,,,,,,COFFEE, , ,
MODERN MUSHROOM PIZZA - HALF,MODERN MARKET,380,MEAL,,,,,,,,,,,,PIZZA,VEGETABLES,CHEESE,
MODERN MUSHROOM PIZZA - WHOLE,MODERN MARKET,760,MEAL,,,,,,,,,,,,PIZZA,VEGETABLES,CHEESE,
MOJITO,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
MONK MALLOY S GUINNESS BATTERED FISH & CHIPS,LEGENDS,,MEAL,,,,,,,,,,,,FISH ,CHIPS,,
MONSTER COOKIE & CREAM,LEGENDS,,MEAL,,,,,,,,,,,,ICE CREAM,COOKIE,CHOCOLATE,
MORNING BUN,STARBUCKS,350,MEAL,,,,,,,,,,,,SANDWICH,,,
MORNING BUN,STARBUCKS,420,SNACK,,,,,,,,,,,,PASTRY,,,
MOSCOW MULE,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
MRITA PIZZA - HALF,MODERN MARKET,385,MEAL,,,,,,,,,,,,PIZZA,CHEESE,,
MRITA PIZZA - WHOLE,MODERN MARKET,770,MEAL,,,,,,,,,,,,PIZZA,CHEESE, ,
MUESLI,AU BON PAIN,370,SNACK,, , ALMONDS,,,,,,,,,BREAKFAST, , ,
MULTIGRAIN BAGUETTE (SANDWICH SIZE),AU BON PAIN,260,MEAL,, , WHEAT,,,,,,,,,BREAD, , ,
MULTIGRAIN BAGUETTE (SOUP SIZE),AU BON PAIN,180,MEAL,, , WHEAT,,,,,,,,,BREAD,SOUP, ,
MURF BURGER ,ROHRS,,MEAL,,,,,,,,,,,,BURGER,BACON,CHEESE,
MUSHROOM BISQUE ,ROHRS,,MEAL,,,,,,,,,,,,SOUP,,,
NACHOS BELLGRANDE,TACO BELL PIZZA HUT,760,MEAL,,,,,,,,,,,,NACHO,CHEESE,BEEF,
NACHOS SUPREME,TACO BELL PIZZA HUT,440,MEAL,,,,,,,,,,,,NACHO,CHEESE,,
NAPA CHICKEN WITH AVOCADO WRAP,AU BON PAIN,500,MEAL,, , SOY, WHEAT,,,,,,,,SANDWICH,CHICKEN, ,
NASHVILLE HOT! SPICY FRIED CHICKEN SANDWICH,LEGENDS,,MEAL,,,,,,,,,,,,CHICKEN,,,
ND BAGELS,CHARRON FAMILY,,MEAL,,,,,,,,,,,,PASTRY,,,
NEW SOUTHWEST CHICKEN CLUB (6-INCH),SUBWAY,580,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHICKEN,BACON,
NEW SOUTHWEST CHICKEN CLUB (FOOTLONG),SUBWAY,1160,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHICKEN,BACON,
NEW STEAK CLUB (6-INCH),SUBWAY,490,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,BACON,TURKEY,
NEW STEAK CLUB (FOOTLONG),SUBWAY,980,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,BACON,TURKEY,
NEW ULTIMATE STEAK (6-INCH),SUBWAY,600,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,,,
NEW ULTIMATE STEAK (FOOTLONG),SUBWAY,1200,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,,,
NEWPORT TURKEY SANDWICH,AU BON PAIN,730,MEAL,, , MILK, SOY, WHEAT,,,,,,,SANDWICH,TURKEY, ,
NITRO COFFEE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,,,
NITRO COLD BREW - GRANDE,STARBUCKS,5,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
NITRO COLD BREW - TALL,STARBUCKS,5,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
NITRO COLD BREW WITH CASCARA COLD FOAM - GRANDE,STARBUCKS,80,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
NITRO COLD BREW WITH CASCARA COLD FOAM - TALL,STARBUCKS,60,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
NITRO COLD BREW WITH SALTED CREAM COLD FOAM - GRANDE,STARBUCKS,230,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
NITRO COLD BREW WITH SALTED CREAM COLD FOAM - TALL,STARBUCKS,160,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
NITRO COLD BREW WITH SWEET CREAM - GRANDE,STARBUCKS,70,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
NITRO COLD BREW WITH SWEET CREAM - TALL,STARBUCKS,70,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
NUTELLA BEIGNETS,LEGENDS,,MEAL,,,,,,,,,,,,CHOCOLATE,,,
NUTELLA SUPREME,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,PASTRY,CHOCOLATE,,
OATMEAL COOKIE,STARBUCKS,310,SNACK,,,,,,,,,,,,PASTRY,OATMEAL,COOKIE,
OATMEAL CR��ME BR��L EE ,ROHRS,,MEAL,,,,,,,,,,,,BRULEE,OATMEAL,,
OH KALE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,VEGETABLES,PINEAPPLE,
OLD FASHIONED,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
OLD-FASHIONED GLAZED DOUGHNUT,STARBUCKS,480,MEAL,,,,,,,,,,,,PASTRY,,,
OLD-FASHIONED GRILLED CHEESE,STARBUCKS,580,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,,
OMEGA-3 BISTRO BOX,STARBUCKS,420,MEAL,,,,,,,,,,,,SANDWICH,,,
OMELET,ROHRS,,MEAL,,,,,,,,,,,,EGG,,,
OMELET WITH SIDE,CAFE DE GRASTA,,MEAL,,,,,,,,,,,,EGGS,,,
ONE COOKIE,PIZZA PI,,SNACK,,,,,,,,,,,,COOKIE,,,
ONION DILL BAGEL,AU BON PAIN,260,MEAL, , SOY, WHEAT,,,,,,,,,BREAD, , ,
ORANGE JUICE (LARGE),AU BON PAIN,220,BEVERAGE, ,,,,,,,,,,,JUICE, , ,
ORANGE JUICE (MEDIUM),AU BON PAIN,110,BEVERAGE, ,,,,,,,,,,,JUICE, , ,
ORANGE SUNRISE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,PINEAPPLE,STRAWBERRY,
OREO MILKSHAKE,SMASHBURGER,890,BEVERAGE,,MILK,PEANUT,TREE NUT,WHEAT,SOY,EGG,,,,,MILKSHAKE,,,
ORGANIC APPLE JUICE,STARBUCKS,120,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
Organic Iced Tea,GARBANZO ,,BEVERAGE,,,,,,,,,,,,JUICE,,,
ORGANIC MILK BOX,STARBUCKS,150,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
ORIGINAL BREADSTICK BITES,PIZZA PI,,MEAL,,,,,,,,,,,,BREAD,,,
ORIN SWIFT ABSTRACT ,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
ORIN SWIFT MANNEQUIN,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
OVEN ROASTED CHICKEN,SUBWAY,130,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHICKEN,,
OVEN ROASTED CHICKEN (6-INCH),SUBWAY,270,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHICKEN,,
OVEN ROASTED CHICKEN (FOOTLONG),SUBWAY,540,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHICKEN,,
OVEN ROASTED CHICKEN BREAST ON SPINACH WRAP,SUBWAY,460,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHICKEN,,
PALMIER,AU BON PAIN,380,SNACK,, , WHEAT MAY CONTAIN EGGS, SOY,,,,,,,,PASTRY, , ,
PANCAKES ,ROHRS,,MEAL,,,,,,,,,,,,PANCAKE,,,
PARTY PACK,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,PASTRY,,,
PASTA BAR,CROSSINGS,,MEAL,,,,,,,,,,,,PASTA,CUSTOM,,
PASTA E FAGIOLI SOUP (LARGE),AU BON PAIN,350,MEAL,, , MILK, SOY, WHEAT,,,,,,,SOUP, , ,
PASTA E FAGIOLI SOUP (MEDIUM),AU BON PAIN,270,MEAL,, , MILK, SOY, WHEAT,,,,,,,SOUP, , ,
PASTA E FAGIOLI SOUP (SMALL),AU BON PAIN,180,MEAL,, , MILK, SOY, WHEAT,,,,,,,SOUP, , ,
PB&J PROTEIN BOX,STARBUCKS,520,MEAL,,,,,,,,,,,,SANDWICH,,,
PEACH DANISH,AU BON PAIN,400,SNACK,, , MILK, WHEAT,,,,,,,,PASTRY, , ,
PEACH DANISH,AU BON PAIN,400,SNACK,, , MILK, WHEAT,,,,,,,,PASTRY, , ,
PEACH GREEN TEA LEMONADE - GRANDE,STARBUCKS,190,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
PEACH GREEN TEA LEMONADE - TALL,STARBUCKS,120,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
PEACH GREEN TEA LEMONADE - VENTI,STARBUCKS,100,BEVERAGE,,MILK,,,,,,,,,,COFFEE,,,
PEACH ICED TEA (LARGE),AU BON PAIN,350,BEVERAGE,, ,,,,,,,,,,JUICE, , ,
PEACH ICED TEA (MEDIUM),AU BON PAIN,270,BEVERAGE,, ,,,,,,,,,,JUICE, , ,
PEACH ON THE BEACH,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,PEACH,,
PEANUT BUTTER BURGER,LEGENDS,,MEAL,,,,,,,,,,,,PEANUT,BURGER,,
PEANUT BUTTER PROTEIN,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,PEANUT,YOGURT,
PEARL BARLEY WITH VEGETABLES,AU BON PAIN,40,MEAL,, , WHEAT, SULFITES,,,,,,,,POTATOES, , ,
PECAN ROLL,AU BON PAIN,740,SNACK,, , MILK, SOY, PECANS,,,,,,,PASTRY, , ,
PENNE RIGATE,AU BON PAIN,40,MEAL,, ,,,,,,,,,,PASTA, , ,
PEPE PIZZA - HALF,MODERN MARKET,470,MEAL,,,,,,,,,,,,PIZZA,CHEESE,,
PEPE PIZZA - WHOLE,MODERN MARKET,940,MEAL,,,,,,,,,,,,PIZZA,CHEESE,,
PEPPERONI PERSONAL PIZZA,TACO BELL PIZZA HUT,,MEAL,,,,,,,,,,,,PIZZA,CHEESE,PORK,
PERFECT PESTO,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,CHICKEN,CHEESE,
PESTO CHICKEN ,HAGERTY FAMILY CAFE,,MEAL,,,,,,,,,,,,CHICKEN,SANDWICH,CHEESE,
PETITE VANILLA BEAN SCONE,STARBUCKS,120,SNACK,,,,,,,,,,,,PASTRY,,,
PIEROPAN SOAVE CLASSICO  GARGANEGA BLEND  ,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
PIGGGY MAC MELT,CROSSINGS,,MEAL,,,,,,,,,,,,PORK,PASTA,CHEESE,
PIT-SMOKED BRISKET (6-INCH),SUBWAY,510,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,,,
PIT-SMOKED BRISKET (FOOTLONG),SUBWAY,1020,MEAL,, ,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,,,
Pita Chicken,GARBANZO ,,MEAL,,,,,,,,,,,,CHICKEN,SANDWICH,,
Pita Chicken Kabob,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,,
Pita Falafel,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,FALAFEL,,
Pita Gyro,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,BEEF,,
Pita Portobello,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAK,,
Pita Steak,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAK,,
Pita Steak Kabob,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAK,,
PLAIN BAGEL,AU BON PAIN,250,MEAL,, , WHEAT,,,,,,,,,BREAD, , ,
PLAIN BAGEL,STARBUCKS,280,MEAL,,,,,,,,,,,,PASTRY,,,
PLAIN CROISSANT,AU BON PAIN,280,MEAL,, , MILK, SOY, WHEAT,,,,,,,BREAD, , ,
PLAIN CROISSANT,AU BON PAIN CART,280,SNACK,, , MILK, SOY, WHEAT,,,,,,,BREAD,PASTRY, ,
POKE BOWLS SALMON,STAR GINGER,,MEAL,,,,,,,,,,,,FISH,RICE,,
POKE BOWLS SHRIMP,STAR GINGER,,MEAL,,,,,,,,,,,,FISH,RICE,,
POKE BOWLS TOFU,STAR GINGER,,MEAL,,,,,,,,,,,,TOFU,RICE,,
POKE BOWLS TUNA,STAR GINGER,,MEAL,,,,,,,,,,,,FISH,RICE,,
PORK BANH MI,STAR GINGER,,MEAL,,,,,,,,,,,,PORK,SANDWICH,,
POTATO LEEK SOUP (LARGE),AU BON PAIN,390,MEAL,, , SOY, WHEAT,,,,,,,,SOUP, , ,
POTATO LEEK SOUP (MEDIUM),AU BON PAIN,290,MEAL,, , SOY, WHEAT,,,,,,,,SOUP, , ,
POTATO LEEK SOUP (SMALL),AU BON PAIN,190,MEAL,, , SOY, WHEAT,,,,,,,,SOUP, , ,
POTATOES & GRAVY,CAFE DE GRASTA,,MEAL,,,,,,,,,,,,POTATOES,GRAVY,,
POTSTICKER,STAR GINGER,275,MEAL,,,,,,,,,,,,PORK,,,
POWER MENU BOWL,TACO BELL PIZZA HUT,500,MEAL,,,,,,,,,,,,RICE ,CHICKEN,BEEF,
POWER MENU BOWL VEGGIE,TACO BELL PIZZA HUT,480,MEAL,,,,,,,,,,,,RICE ,SALAD,VEGETABLES,
POWERADE FRUIT PUNCH,MODERN MARKET,,BEVERAGE,,,,,,,,,,,,JUICE,,,
POWERADE GRAPE,MODERN MARKET,,BEVERAGE,,,,,,,,,,,,JUICE,,,
POWERADE MOUNTAIN BERRY,MODERN MARKET,,BEVERAGE,,,,,,,,,,,,JUICE,,,
POWERADE MOUNTAIN BLAST (LARGE),AU BON PAIN,230,BEVERAGE,, ,,,,,,,,,,JUICE, , ,
POWERADE MOUNTAIN BLAST (MEDIUM),AU BON PAIN,170,BEVERAGE,, ,,,,,,,,,,JUICE, , ,
PRIME RIB SANDWICH ,ROHRS,,MEAL,,,,,,,,,,,,BEEF,,,
PROPHECY PINOT GRIGIO,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
PROTEIN BISTRO BOX,STARBUCKS,370,MEAL,,,,,,,,,,,,SANDWICH,,,
PROTEIN BOWL,DECIO,,MEAL,,,,,,,,,,,,RICE,SALAD,BEANS,
PROVOLONE CHICKEN SALAD SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,CHICKEN,SANDWICH,CHEESE,
PROVOLONE CHICKEN SALAD WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,CHICKEN,SANDWICH,CHEESE,
PROVOLONE CHICKEN SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,CHICKEN,SANDWICH,CHEESE,
PROVOLONE CHICKEN WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,CHICKEN,SANDWICH,CHEESE,
PROVOLONE EGG SALAD SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,EGG,SALAD,CHEESE,
PROVOLONE EGG SALAD WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,EGG,SALAD,CHEESE,
PROVOLONE ROAST BEEF SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,BEEF,SANDWICH,CHEESE,
PROVOLONE ROAST BEEF WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,BEEF,SANDWICH,CHEESE,
PROVOLONE SALAMI SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,SALAMI,SANDWICH,CHEESE,
PROVOLONE SALAMI WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,SALAMI,SANDWICH,CHEESE,
PROVOLONE TURKEY SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,TURKEY,SANDWICH,CHEESE,
PROVOLONE TURKEY WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,TURKEY,SANDWICH,CHEESE,
PROVOST ,ROHRS,,MEAL,,,,,,,,,,,,FRUIT,YOGURT,FRUIT,
PUMPKIN BREAD,STARBUCKS,410,SNACK,,,,,,,,,,,,SNACK,PUMPKIN,,
PUMPKIN CREAM CHEESE MUFFIN,STARBUCKS,350,SNACK,,,,,,,,,,,,PASTRY,CHEESE,PUMPKIN,
PUMPKIN SCONE,STARBUCKS,500,SNACK,,,,,,,,,,,,PASTRY,PUMPKIN,,
PUMPKIN SPICE CREME - GRANDE,STARBUCKS,,BEVERAGE,,MILK,,,,,,,,,,COFFEE,PUMPKIN,,
PUMPKIN SPICE CREME - GRANDE,STARBUCKS,210,BEVERAGE,,MILK,,,,,,,,,,COFFEE,PUMPKIN,,
PUMPKIN SPICE CREME - SHORT,STARBUCKS,220,BEVERAGE,,MILK,,,,,,,,,,COFFEE,PUMPKIN,,
PUMPKIN SPICE CREME - TALL,STARBUCKS,530,BEVERAGE,,MILK,,,,,,,,,,COFFEE,PUMPKIN,,
PUMPKIN SPICE CREME - TALL,STARBUCKS,280,BEVERAGE,,MILK,,,,,,,,,,COFFEE,PUMPKIN,,
PUMPKIN SPICE CREME - VENTI,STARBUCKS,260,BEVERAGE,,MILK,,,,,,,,,,COFFEE,PUMPKIN,,
PUMPKIN SPICE CREME - VENTI,STARBUCKS,310,BEVERAGE,,MILK,,,,,,,,,,COFFEE,PUMPKIN,,
QUESADILLA,TACO BELL PIZZA HUT,510,MEAL,,,,,,,,,,,,BURRITO,CHEESE,BEEF,
QUESARITO,TACO BELL PIZZA HUT,640,MEAL,,,,,,,,,,,,BURRITO,BEEF,RICE,
RAISIN BRAN MUFFIN,AU BON PAIN,430,SNACK, , EGGS, SOY, WHEAT, COCONUT, WALNUTS,,,,,,PASTRY, , ,
RASPBERRY CHEESE CROISSANT,AU BON PAIN,360,MEAL, , EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,CHEESE, ,
RASPBERRY MANGO LEMONADE,STAR GINGER,,BEVERAGE,,,,,,,,,,,,JUICE,,,
RED BEANS  ITALIAN SAUSAGE & RICE SOUP (LARGE),AU BON PAIN,410,MEAL, , SOY, WHEAT,,,,,,,,,SOUP,SAUSAGE, ,
RED BEANS  ITALIAN SAUSAGE & RICE SOUP (MEDIUM),AU BON PAIN,310,MEAL, , SOY, WHEAT,,,,,,,,,SOUP,SAUSAGE, ,
RED BEANS  ITALIAN SAUSAGE & RICE SOUP (SMALL),AU BON PAIN,200,MEAL, , SOY, WHEAT,,,,,,,,,SOUP,SAUSAGE, ,
RED VELVET COOKIE,AU BON PAIN,380,SNACK, , EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,COOKIE, ,
RED VELVET CUPCAKE,AU BON PAIN,400,SNACK, , EGG, MILK, SOY, WHEAT, HAZELNUTS, MACADAMIAS, PECANS, PISTACHIOS, WALNUTS,,PASTRY,SAUSAGE, ,
REDUCED-FAT TURKEY BACON & CAGE FREE EGG WHITE BREAKFAST SANDWICH,STARBUCKS,230,MEAL,,,,,,,,,,,,SANDWICH,EGG,BACON,
REESES S PEANUT BUTTER MILKSHAKE,SMASHBURGER,880,BEVERAGE,,MILK,PEANUT,TREE NUT,WHEAT,SOY,EGG,,,,,MILKSHAKE,,,
RENATO RATTI,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
