NAME,RESTAURANT NAME,CALORIES,CATEGORY,PRICE ,ALLERGENS 1,ALLERGENS 2,ALLERGENS 3,ALLERGENS 4,ALLERGENS 5,ALLERGENS 6,ALLERGENS 7,ALLERGENS 8,ALLERGENS 9,ALLERGENS 10,SIMPLE NAME 1,SIMPLE NAME 2,SIMPLE NAME 3,,
SEMOLINA (SOUP SIZE),AU BON PAIN,200,MEAL,, SOY, WHEAT, SESAME,,,,,,,,BREAD,SOUP,SOUP,,
SEMOLINA (SOUP SIZE),AU BON PAIN,200,MEAL,, SOY, WHEAT, SESAME,,,,,,,,SOUP,SOUP,SOUP,,
SESAME SEED BAGEL,AU BON PAIN,270,MEAL,, SOY, WHEAT, SESAME,,,,,,,,BREAD,BREAD,BREAD,,
SHAHI PANEER (INDIAN CURRY),AU BON PAIN,60,MEAL,, MILK, CASHEWS, PEANUTS, SULFITES,,,,,,,SOUP,SOUP,SOUP,,
SHAKEN ICED TEA - GRANDE,STARBUCKS,490,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
SHAKEN ICED TEA - TALL,STARBUCKS,400,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
SHAKEN ICED TEA - VENTI,STARBUCKS,60,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
SHAKEN ICED TEA LEMONADE (GREEN  BLACK  CAFFEINE-FREE PASSION TANGO HERBAL) - GRANDE,STARBUCKS,120,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
SHAKEN ICED TEA LEMONADE (GREEN  BLACK  CAFFEINE-FREE PASSION TANGO HERBAL) - TALL,STARBUCKS,80,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
SHAKEN ICED TEA LEMONADE (GREEN  BLACK  CAFFEINE-FREE PASSION TANGO HERBAL) - VENTI,STARBUCKS,90,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
SHORT RIB BURGER,LEGENDS,,MEAL,,,,,,,,,,,,BEEF,BEEF,BEEF,,
SHORTBREAD COOKIES,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,PASTRY,COOKIE,COOKIE,,
SHREDDED CHICKEN BURRITO,TACO BELL PIZZA HUT,420,MEAL,,,,,,,,,,,,BURRITO,CHICKEN,CHEESE,,
SHREDDED CHICKEN MINI QUESADILLA,TACO BELL PIZZA HUT,200,MEAL,,,,,,,,,,,,BURRITO,CHICKEN,CHEESE,,
SHREDDED CHICKEN SOFT TACO,TACO BELL PIZZA HUT,170,MEAL,,,,,,,,,,,,TACO,CHICKEN,CHEESE,,
SHRIMP & CHORIZO GUMBO,AU BON PAIN,25,MEAL,, SHRIMP, SOY, WHEAT,,,,,,,,SHRIMP,SOUP,SOUP,,
SHRIMP TEMPURA ROLL,STAR GINGER,275,MEAL,,,,,,,,,,,,SUSHI,FISH,FISH,,
SIDE GARDEN,AU BON PAIN,50,MEAL,,,,,,,,,,,,VEGETABLES,VEGETABLES,VEGETABLES,,
SIDE SALAD,SMASHBURGER,40,MEAL,MILK,,,,,,,,,,,SALAD,SALAD,SALAD,,
SIERRA NEVADA PALE ALE,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
SIGGI S 0% VANILLA YOGURT,STARBUCKS,120,SNACK,,,,,,,,,,,,YOGURT,YOGURT,YOGURT,,
SIGNATURE FARMHOUSE OMELET,AU BON PAIN,520,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
SKINNY HOT CHOCOLATE - GRANDE,STARBUCKS,80,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
SKINNY HOT CHOCOLATE - SHORT,STARBUCKS,400,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
SKINNY HOT CHOCOLATE - TALL,STARBUCKS,500,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
SKINNY HOT CHOCOLATE - VENTI,STARBUCKS,130,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
SKINNY POP O POPCORN,AU BON PAIN,100,SNACK,,,,,,,,,,,,CHIPS,CHIPS,CHIPS,,
SLOW COOKED SMOKEY CHICKEN & SAUSAGE (LARGE),AU BON PAIN,230,MEAL,, SOY, WHEAT,,,,,,,,,SOUP,CHICKEN,SAUSAGE,,
SLOW COOKED SMOKEY CHICKEN & SAUSAGE (MEDIUM),AU BON PAIN,180,MEAL,, SOY, WHEAT,,,,,,,,,SOUP,CHICKEN,SAUSAGE,,
SLOW COOKED SMOKEY CHICKEN & SAUSAGE (SMALL),AU BON PAIN,120,MEAL,, SOY, WHEAT,,,,,,,,,SOUP,CHICKEN,SAUSAGE,,
SMALL BREAKFAST SANDWICH,CAFE DE GRASTA,,MEAL,,,,,,,,,,,,SANDWICH,EGGS,EGGS,,
SMALL BREAKFAST WRAP,CAFE DE GRASTA,,MEAL,,,,,,,,,,,,SANDWICH,EGGS,EGGS,,
SMASH TOTS (REGULAR),SMASHBURGER,350,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,POTATOES,POTATOES,POTATOES,,
SMASH TOTS (REGULAR),SMASHBURGER,350,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,POTATOES,POTATOES,POTATOES,,
SMASHFRIES (LARGE),SMASHBURGER,620,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,POTATOES,POTATOES,POTATOES,,
SMASHFRIES (REGULAR),SMASHBURGER,420,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,POTATOES,POTATOES,POTATOES,,
SMITHWICKS IRISH ALE,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
SMOKED SALMON WASABI ON ONION DILL BAGEL,AU BON PAIN,390,MEAL,, EGGS, SALMON, MILK, SOY,,,,,,,SANDWICH,SANDWICH,SAUSAGE,,
SMOKED SHOULDER BACON BREAKFAST SANDWICH,STARBUCKS,550,MEAL,,,,,,,,,,,,SANDWICH,BACON,BACON,,
SMOKED TURKEY PROTEIN BOX,STARBUCKS,570,MEAL,,,,,,,,,,,,SANDWICH,TURKEY,TURKEY,,
SMOKED WINGS ,ROHRS,,MEAL,,,,,,,,,,,,CHICKEN,CHICKEN,CHICKEN,,
SNYDER�S OF HANOVER  O MINI PRETZELS,AU BON PAIN,110,SNACK,, WHEAT,,,,,,,,,,CHIPS,CHIPS,SAUSAGE,,
Soda,GARBANZO ,,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
SOFT TACO ,,180,MEAL,,,,,,,,,,,,TACO,BEEF,CHEESE,,
SOFT TACO SUPREME,TACO BELL PIZZA HUT,210,MEAL,,,,,,,,,,,,TACO,BEEF,CHEESE,,
SOUS VIDE EGG BITES: BACON & GRUYERE,STARBUCKS,300,MEAL,,,,,,,,,,,,SANDWICH,EGG,BACON,,
SOUS VIDE EGG BITES: EGG WHITE & RED PEPPER,STARBUCKS,170,MEAL,,,,,,,,,,,,SANDWICH,EGG,EGG,,
SOUS VIDE EGG BITES HAM  CHEDDAR & PEPPERS,STARBUCKS,250,MEAL,,,,,,,,,,,,SANDWICH,EGG,HAM,,
SOUTH BEACH YOGURT SMOOTHIE,AU BON PAIN,300,BEVERAGE,, MILK,,,,,,,,,,SMOOTHIE,SMOOTHIE,SMOOTHIE,,
SOUTH BEND GRILLED CHICKEN,LEGENDS,,MEAL,,,,,,,,,,,,CHICKEN,CHICKEN,CHICKEN,,
SOUTHWEST,HAGERTY FAMILY CAFE,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,BEAN,,
SOUTHWEST BOWL,DECIO,,MEAL,,,,,,,,,,,,SALAD,SALAD,SALAD,,
SOUTHWEST CHICKEN,AU BON PAIN,350,MEAL,, SOY, WHEAT,,,,,,,,,CHICKEN,CHICKEN,CHICKEN,,
SOUTHWEST CHIPOTLE CHICKEN CLUB,SUBWAY,860,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHICKEN,BACON,,
SOUTHWEST STEAK BOWL,MODERN MARKET,,MEAL,,,,,,,,,,,,STEAK,RICE,VEGETABLES,,
SOUTHWEST TORTILLA SOUP (LARGE),AU BON PAIN,260,MEAL,, MILK, SOY,,,,,,,,,SOUP,SOUP,SOUP,,
SOUTHWEST TORTILLA SOUP (MEDIUM),AU BON PAIN,200,MEAL,, MILK, SOY,,,,,,,,,SOUP,SOUP,SOUP,,
SOUTHWEST TORTILLA SOUP (SMALL),AU BON PAIN,130,MEAL,, MILK, SOY,,,,,,,,,SOUP,SOUP,SOUP,,
SPICY BAJA WITH GUAC,SMASHBURGER,610,MEAL,EGG,MILK,TREE NUT,WHEAT,SOY,,,,,,,BURGER,SANDWICH,SANDWICH,,
SPICY BUFFFALO,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,CHICKEN,CHEESE,,
SPICY CHICKEN SANDWHICH,CROSSINGS,,MEAL,,,,,,,,,,,,CHICKEN,SANDWICH,SANDWICH,,
SPICY CHICKEN WRAP,DECIO,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
SPICY CHORIZO  MONTEREY JACK & EGG SANDWICH,STARBUCKS,470,MEAL,,,,,,,,,,,,SANDWICH,EGG,CHEESE,,
SPICY CRAB ROLL,STAR GINGER,364,MEAL,,,,,,,,,,,,SUSHI,FISH,FISH,,
SPICY ITALIAN,SUBWAY,310,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,PEPPERONI,PEPPERONI,,
SPICY ITALIAN (6-INCH),SUBWAY,450,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,PEPPERONI,PEPPERONI,,
SPICY ITALIAN (FOOTLONG),SUBWAY,900,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,PEPPERONI,PEPPERONI,,
SPICY ITALIAN ON TOMATO WRAP,SUBWAY,820,MEAL,,WHEAT,GLUTEN,,,,,,,,,SANDWICH,PEPPERONI,PEPPERONI,,
SPICY POTATO SOFT TACO,TACO BELL PIZZA HUT,230,MEAL,,,,,,,,,,,,TACO,POTATO,CHEESE,,
SPICY SOUTHWEST,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,CHICKEN,SALSA,,
SPICY THAI PHO BEEF,STAR GINGER,520,MEAL,,,,,,,,,,,,SOUP,PASTA,BEEF,,
SPICY THAI PHO CHICKEN,STAR GINGER,530,MEAL,,,,,,,,,,,,SOUP,PASTA,CHICKEN,,
SPICY THAI PHO TOFU & VEGGIES,STAR GINGER,490,MEAL,,,,,,,,,,,,SOUP,PASTA,VEGETABLES,,
SPICY TOSTADA,TACO BELL PIZZA HUT,210,MEAL,,,,,,,,,,,,BURRITO,VEGETABLES,VEGETABLES,,
SPICY TUNA ROLL,STAR GINGER,334,MEAL,,,,,,,,,,,,SUSHI,FISH,FISH,,
SPINACH & CHEESE CROISSANT,AU BON PAIN,320,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHEESE,CHEESE,,
SPINACH ARTICHOKE DIP WITH PITA CHIPS,STARBUCKS,460,MEAL,,,,,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
SPINACH AVOCADO PIADINAS,PIZZA PI,,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,VEGETABLES,,
SPINACH  FETA & CAGE FREE EGG WHITE BREAKFAST WRAP,STARBUCKS,280,MEAL,,,,,,,,,,,,SANDWICH,EGG,CHEESE,,
SPLIT PEA WITH HAM SOUP (LARGE),AU BON PAIN,360,MEAL,, SOY, WHEAT,,,,,,,,,SOUP,HAM,HAM,,
SPLIT PEA WITH HAM SOUP (MEDIUM),AU BON PAIN,270,MEAL,, SOY, WHEAT,,,,,,,,,SOUP,HAM,HAM,,
SPLIT PEA WITH HAM SOUP (SMALL),AU BON PAIN,180,MEAL,, SOY, WHEAT,,,,,,,,,SOUP,HAM,HAM,,
SPRITE (KIDS),SMASHBURGER,140,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
SPRITE (LARGE),AU BON PAIN,390,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
SPRITE (LARGE),SMASHBURGER,380,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
SPRITE (MEDIUM),AU BON PAIN,290,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
SPRITE (REGULAR),SMASHBURGER,260,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
SPRITE ZERO (LARGE),AU BON PAIN,10,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
SPRITE ZERO (MEDIUM),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
SPROUTED GRAIN ROLL,AU BON PAIN,280,MEAL,, SOY, WHEAT,,,,,,,,,BREAD,BREAD,BREAD,,
SPROUTED GRAIN VEGAN BAGEL,STARBUCKS,330,MEAL,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
STARBOROUGH,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
STARBUCKS DOUBLESHOT ON ICE - GRANDE,STARBUCKS,100,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STARBUCKS DOUBLESHOT ON ICE - TALL,STARBUCKS,80,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STARBUCKS DOUBLESHOT ON ICE - VENTI,STARBUCKS,170,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STARBUCKS FRAPPUCCINO (CHILLED COFFEE DRINK),STARBUCKS,300,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STARBUCKS REFRESHERS (BLACK CHERRY LIMEADE WITH COCONUT WATER),STARBUCKS,90,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
STARBUCKS REFRESHERS (BLUEBERRY ACAI),STARBUCKS,90,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
STARBUCKS REFRESHERS (ORANGE MANGO),STARBUCKS,90,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
STARBUCKS REFRESHERS (RASPBERRY POMEGRANATE),STARBUCKS,90,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
STARBUCKS REFRESHERS (STRAWBERRY LEMONADE),STARBUCKS,90,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
STEAK & CHEESE,SUBWAY,210,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHEESE,CHEESE,,
STEAK & CHEESE (6-INCH),SUBWAY,340,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHEESE,CHEESE,,
STEAK & CHEESE (FOOTLONG),SUBWAY,680,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHEESE,CHEESE,,
STEAK & CHEESE ON TOMATO BASIL WRAP,SUBWAY,560,MEAL,,WHEAT,GLUTEN,,,,,,,,,SANDWICH,CHEESE,CHEESE,,
STEAK & WILD RICE SOUP (LARGE),AU BON PAIN,230,MEAL,, MILK, SOY,,,,,,,,,SOUP,SOUP,SOUP,,
STEAK & WILD RICE SOUP (MEDIUM),AU BON PAIN,170,MEAL,, MILK, SOY,,,,,,,,,SOUP,SOUP,SOUP,,
STEAK & WILD RICE SOUP (SMALL),AU BON PAIN,110,MEAL,, MILK, SOY,,,,,,,,,SOUP,SOUP,SOUP,,
STEAK CAESAR - HALF,MODERN MARKET,520,MEAL,,,,,,,,,,,,SALAD,STEAK,STEAK,,
STEAK CAESAR - WHOLE,MODERN MARKET,1040,MEAL,,,,,,,,,,,,SALAD,STEAK,STEAK,,
STEAK CLUB SALAD,SUBWAY,480,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,BACON,TURKEY,,
STEAK  EGG & CHEESE FLATBREAD (6-INCH),SUBWAY,450,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,EGG,EGG,MILK,,,,SANDWICH,CHEESE,EGGS,,
STEAK  EGG & CHEESE FLATBREAD (FOOTLONG),SUBWAY,900,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,EGG,EGG,MILK,,,,SANDWICH,CHEESE,EGGS,,
STEAMED APPLE JUICE - GRANDE,STARBUCKS,120,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
STEAMED APPLE JUICE - SHORT,STARBUCKS,380,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
STEAMED APPLE JUICE - TALL,STARBUCKS,460,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
STEAMED APPLE JUICE - VENTI,STARBUCKS,170,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
STEAMED MILK - GRANDE,STARBUCKS,100,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STEAMED MILK - SHORT,STARBUCKS,350,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STEAMED MILK - TALL,STARBUCKS,430,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STEAMED MILK - VENTI,STARBUCKS,160,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STELLA ARTOIS,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
STORY POINT,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
STOUT BROWNIE ,ROHRS,,MEAL,,,,,,,,,,,,BROWNIE,COOKIE,COOKIE,,
STRAWBERRY,STARBUCKS,300,SNACK,,,,,,,,,,,,SNACK,BERRY,BERRY,,
STRAWBERRY - GRANDE,STARBUCKS,180,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STRAWBERRY - GRANDE,STARBUCKS,330,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STRAWBERRY - MINI,STARBUCKS,420,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STRAWBERRY - TALL,STARBUCKS,510,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STRAWBERRY - VENTI,STARBUCKS,260,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STRAWBERRY & GREEK NONFAT YOGURT PARFAIT,AU BON PAIN,340,SNACK,, MILK, COCONUT, PECAN,,,,,,,,YOGURT,BERRY,BERRY,,
STRAWBERRY & GREEK NONFAT YOGURT PARFAIT,AU BON PAIN,340,SNACK,, MILK, COCONUT, PECAN,,,,,,,,YOGURT,BERRY,BERRY,,
STRAWBERRY ACAI - GRANDE,STARBUCKS,150,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STRAWBERRY ACAI - TALL,STARBUCKS,100,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STRAWBERRY ACAI - TRENTA,STARBUCKS,90,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STRAWBERRY ACAI - VENTI,STARBUCKS,80,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
STRAWBERRY BANANA YOGURT SMOOTHIE,AU BON PAIN,240,BEVERAGE,, MILK,,,,,,,,,,SMOOTHIE,BERRY,BERRY,,
STRAWBERRY BON TART,AU BON PAIN,410,SNACK,, MILK, WHEAT,,,,,,,,,PASTRY,BERRY,BERRY,,
STRAWBERRY CAKE POP,STARBUCKS,160,SNACK,,,,,,,,,,,,PASTRY,BERRY,BERRY,,
STRAWBERRY FRUIT CUP,AU BON PAIN,45,SNACK,,,,,,,,,,,,FRUIT,BERRY,BERRY,,
STRAWBERRY FRUIT CUP,AU BON PAIN,45,SNACK,,,,,,,,,,,,YOGURT,BERRY,BERRY,,
STRAWBERRY LEMONADE (LARGE),AU BON PAIN,390,BEVERAGE,,,,,,,,,,,,JUICE,BERRY,BERRY,,
STRAWBERRY LEMONADE (MEDIUM),AU BON PAIN,300,BEVERAGE,,,,,,,,,,,,JUICE,BERRY,BERRY,,
STRAWBERRY MILKSHAKE,SMASHBURGER,780,BEVERAGE,EGG,MILK,PEANUT,TREE NUT,WHEAT,SOY,,,,,,MILKSHAKE,MILKSHAKE,MILKSHAKE,,
STRAWBERRY PASSION FRESH FRUIT SMOOTHIE,AU BON PAIN,190,BEVERAGE,,,,,,,,,,,,SMOOTHIE,BERRY,BERRY,,
STRAWBERRY SMOOTHIE,AU BON PAIN,290,BEVERAGE,, MILK,,,,,,,,,,SMOOTHIE,BERRY,BERRY,,
STRESS,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
SUBWAY CLUB,SUBWAY,140,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,BACON,TURKEY,,
SUBWAY CLUB (6-INCH),SUBWAY,290,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,BACON,TURKEY,,
SUBWAY CLUB (FOOTLONG),SUBWAY,580,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,BACON,TURKEY,,
SUBWAY CLUB ON SPINACH WRAP,SUBWAY,490,MEAL,,WHEAT,GLUTEN,,,,,,,,,SANDWICH,BACON,TURKEY,,
SUNRISE SUBWAY MELT FLATBREAD (6-INCH),SUBWAY,520,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
SUNRISE SUBWAY MELT FLATBREAD (FOOTLONG),SUBWAY,1040,MEAL,,WHEAT,GLUTEN,SOYBEANS,MILK,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
SUPER RED,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,APPLE,STRAWBERRY,,
SUPERFOOD CRANBERRY ALMOND HOT CEREAL (LARGE),AU BON PAIN,360,MEAL,, ALMONDS,,,,,,,,,,BREAKFAST,BERRY,BERRY,,
SUPERFOOD CRANBERRY ALMOND HOT CEREAL (MEDIUM),AU BON PAIN,270,MEAL,, ALMONDS,,,,,,,,,,BREAKFAST,BERRY,BERRY,,
SUPERFOOD CRANBERRY ALMOND HOT CEREAL (SMALL),AU BON PAIN,180,MEAL,, ALMONDS,,,,,,,,,,BREAKFAST,BERRY,BERRY,,
SUPREME PERSONAL PAN PIZZA,TACO BELL PIZZA HUT,,MEAL,,,,,,,,,,,,PIZZA,BEEF,PORK,,
SWEET CHEESE CROISBUN,AU BON PAIN,510,SNACK,, EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,CHEESE,CHEESE,,
SWEET CHEESE CROISSANT,AU BON PAIN,410,SNACK,, EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,CHEESE,CHEESE,,
SWEET CHEESE DANISH,AU BON PAIN,440,SNACK,, EGGS, MILK, SOY, WHEAT,,,,,,,PASTRY,CHEESE,CHEESE,,
SWEET LOREN S CHOCOLATE CHUNK,MODERN MARKET,,MEAL,,,,,,,,,,,,COOKIE,CHOCOLATE,CHOCOLATE,,
SWEET ONION CHICKEN TERIYAKI,SUBWAY,220,MEAL,,WHEAT,GLUTEN,SOYBEANS,SESAME,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
SWEET ONION CHICKEN TERIYAKI (6-INCH),SUBWAY,330,MEAL,,WHEAT,GLUTEN,SOYBEANS,SESAME,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
SWEET ONION CHICKEN TERIYAKI (FOOTLONG),SUBWAY,660,MEAL,,WHEAT,GLUTEN,SOYBEANS,SESAME,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
SWEET ONION CHICKEN TERIYAKI ON TOMATO BASIL WRAP,SUBWAY,540,MEAL,,WHEAT,GLUTEN,SOYBEANS,SESAME,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
SWEET POTATO CURRY,MODERN MARKET,140,MEAL,,,,,,,,,,,,POTATO,CURRY,CURRY,,
SWEET POTATO FRIES,STAR GINGER,,MEAL,,,,,,,,,,,,POTATOES,POTATOES,POTATOES,,
SWEET POTATO FRIES (LARGE),SMASHBURGER,720,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,POTATOES,POTATOES,POTATOES,,
SWEET POTATO FRIES (REGULAR),SMASHBURGER,440,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,POTATOES,POTATOES,POTATOES,,
SWEET POTATO SMASHFRIES (LARGE),SMASHBURGER,830,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,POTATOES,POTATOES,POTATOES,,
SWEET POTATO SMASHFRIES (REGULAR),SMASHBURGER,550,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,POTATOES,POTATOES,POTATOES,,
SWEET TEA (LARGE),AU BON PAIN,340,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
SWEET TEA (MEDIUM),AU BON PAIN,250,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
SWISS CHARD & THREE BEAN SOUP (LARGE),AU BON PAIN,270,MEAL,, SOY,,,,,,,,,,SOUP,CHEESE,CHEESE,,
SWISS CHARD & THREE BEAN SOUP (MEDIUM),AU BON PAIN,210,MEAL,, SOY,,,,,,,,,,SOUP,CHEESE,CHEESE,,
SWISS CHARD & THREE BEAN SOUP (SMALL),AU BON PAIN,140,MEAL,, SOY,,,,,,,,,,SOUP,CHEESE,CHEESE,,
SWISS CHICKEN SALAD SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,CHICKEN,SANDWICH,CHEESE,,
SWISS CHICKEN SALAD WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,CHICKEN,SANDWICH,CHEESE,,
SWISS CHICKEN SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,CHICKEN,SANDWICH,CHEESE,,
SWISS CHICKEN WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,CHICKEN,SANDWICH,CHEESE,,
SWISS EGG SALAD SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,EGG,SALAD,CHEESE,,
SWISS EGG SALAD WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,EGG,SALAD,CHEESE,,
SWISS ROAST BEEF SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,BEEF,SANDWICH,CHEESE,,
SWISS ROAST BEEF WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,BEEF,SANDWICH,CHEESE,,
SWISS SALAMI SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,SALAMI,SANDWICH,CHEESE,,
SWISS SALAMI WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,SALAMI,SANDWICH,CHEESE,,
SWISS TURKEY SANDWHICH,CAFE COMMONS,500,MEAL,,,,,,,,,,,,TURKEY,SANDWICH,CHEESE,,
SWISS TURKEY WRAP,CAFE COMMONS,500,MEAL,,,,,,,,,,,,TURKEY,SANDWICH,CHEESE,,
TACO 12 PACK,TACO BELL PIZZA HUT,2010,MEAL,,,,,,,,,,,,TACO,BEEF,CHEESE,,
