NAME,RESTAURANT NAME,CALORIES,CATEGORY,PRICE ,ALLERGENS 1,ALLERGENS 2,ALLERGENS 3,ALLERGENS 4,ALLERGENS 5,ALLERGENS 6,ALLERGENS 7,ALLERGENS 8,ALLERGENS 9,ALLERGENS 10,SIMPLE NAME 1,SIMPLE NAME 2,SIMPLE NAME 3,,
EVERYBODY S FAVORITE - BANTAM BAGEL (2 PACK),STARBUCKS,200,MEAL,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
EVERYTHING BAGEL,AU BON PAIN,260,MEAL,, SOY, WHEAT, SESAME,,,,,,,,BREAD,BREAD,BREAD,,
EVERYTHING BAGEL,STARBUCKS,290,MEAL,,,,,,,,,,,,PASTRY,PASTRY,PASTRY,,
EVERYTHING BREADSTICK,AU BON PAIN,160,MEAL,, SOY, WHEAT, SESAME,,,,,,,,BREAD,BREAD,BREAD,,
EVOLUTION FRESH DEFENSE UP SMOOTHIE,STARBUCKS,140,BEVERAGE,,,,,,,,,,,,SMOOTHIE,SMOOTHIE,SMOOTHIE,,
EVOLUTION FRESH ORANGE JUICE,STARBUCKS,120,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
EVOLUTION FRESH ORGANIC STRAWBERRY LEMONADE,STARBUCKS,110,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
EVOLUTION FRESH PINEAPPLE COCONUT WATER,STARBUCKS,60,BEVERAGE,MILK,,,,,,,,,,,WATER,WATER,WATER,,
EVOLUTION FRESH SUPER GREEN JUICE,STARBUCKS,130,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
EVOLUTION FRESH SWEET BERRY,STARBUCKS,120,BEVERAGE,,,,,,,,,,,,SMOOTHIE,SMOOTHIE,SMOOTHIE,,
EVOLUTION FRESH SWEET GREENS & LEMON JUICE,STARBUCKS,50,BEVERAGE,MILK,,,,,,,,,,,JUICE,JUICE,JUICE,,
EXPRESSO,CHARRON FAMILY,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
EXPRESSO,MCCOURTNEY EXPRESSO CART,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
EXPRESSO MACCHIATO,CHARRON FAMILY,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
Falafel,GARBANZO ,,MEAL,,,,,,,,,,,,FALAFEL,BREAD,BREAD,,
FANTA ORANGE (KIDS),SMASHBURGER,160,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
FANTA ORANGE (LARGE),SMASHBURGER,420,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
FANTA ORANGE (REGULAR),SMASHBURGER,290,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
FARMER SALAD - HALF,MODERN MARKET,360,MEAL,,,,,,,,,,,,SALAD,SALAD,SALAD,,
FARMER SALAD - WHOLE,MODERN MARKET,720,MEAL,,,,,,,,,,,,SALAD,SALAD,SALAD,,
FARMER S FAVORITE,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,VEGETABLES,VEGETABLES,,
FARMERS  MARKET FARRO�BOWL,LEGENDS,,MEAL,,,,,,,,,,,,VEGETABLES,VEGETABLES,VEGETABLES,,
FIESTA TACO SALAD,TACO BELL PIZZA HUT,740,MEAL,,,,,,,,,,,,TACO,SALAD,SALAD,,
FIRE ROASTED VEGETABLE SOUP,CROSSINGS,,MEAL,,,,,,,,,,,,SOUP,VEGETABLES,VEGETABLES,,
FIVE ONION SOUP (LARGE),AU BON PAIN,270,MEAL,, MILK, SOY, WHEAT, SULFITES,,,,,,,SOUP,SOUP,SOUP,,
FIVE ONION SOUP (MEDIUM ),AU BON PAIN,210,MEAL,, MILK, SOY, WHEAT, SULFITES,,,,,,,SOUP,SOUP,SOUP,,
FIVE ONION SOUP (SMALL),AU BON PAIN,140,MEAL,, MILK, SOY, WHEAT, SULFITES,,,,,,,SOUP,SOUP,SOUP,,
FLAT WHITE - GRANDE,STARBUCKS,220,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
FLAT WHITE - TALL,STARBUCKS,170,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
FLAT WHITE - VENTI,STARBUCKS,290,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
Flatbread Chicken,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
Flatbread Chicken Kabob,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
Flatbread Falafel,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,FALAFEL,FALAFEL,,
Flatbread Gyro,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,BEEF,BEEF,,
Flatbread Portobello,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAK,STEAK,,
Flatbread Steak,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAK,STEAK,,
Flatbread Steak Kabob,GARBANZO ,,MEAL,,,,,,,,,,,,SANDWICH,STEAK,STEAK,,
FLAVORED LATTE,CHARRON FAMILY,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
FLEUR DE MER,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
FOOD SHOULD TASTE GOOD  O ALL NATURAL MULTIGRAIN CHIPS,AU BON PAIN,210,SNACK,, SOY, SESAME,,,,,,,,,CHIPS,CHIPS,CHIPS,,
FOUNDERS DIRTY BASTARD SCOTTISH ALE,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
FOUNDERS PORTER,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
FOUNTAIN DRINK,DECIO,,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
FOUNTAIN DRINKS,TACO BELL PIZZA HUT,,BEVERAGE,,,,,,,,,,,,SODA,SODA,SODA,,
FOUR CHEESE MAC & CHEESE,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,CHEESE,PASTA,,
FRENCH FRIES (LARGE),SMASHBURGER,550,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,POTATOES,POTATOES,POTATOES,,
FRENCH FRIES (REGULAR),SMASHBURGER,370,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,POTATOES,POTATOES,POTATOES,,
FRENCH MOROCCAN TOMATO LENTIL SOUP (LARGE),AU BON PAIN,260,MEAL,,,,,,,,,,,,SOUP,SOUP,SOUP,,
FRENCH MOROCCAN TOMATO LENTIL SOUP (MEDIUM),AU BON PAIN,190,MEAL,,,,,,,,,,,,SOUP,SOUP,SOUP,,
FRENCH MOROCCAN TOMATO LENTIL SOUP (SMALL),AU BON PAIN,130,MEAL,,,,,,,,,,,,SOUP,SOUP,SOUP,,
FRENCH ONION SOUP,CROSSINGS,,MEAL,,,,,,,,,,,,SOUP,VEGETABLES,VEGETABLES,,
FRENCH ONION SOUP (LARGE),AU BON PAIN,150,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,SOUP,SOUP,,
FRENCH ONION SOUP (MEDIUM),AU BON PAIN,110,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,SOUP,SOUP,,
FRENCH ONION SOUP (SMALL),AU BON PAIN,80,MEAL,, MILK, SOY, WHEAT,,,,,,,,SOUP,SOUP,SOUP,,
FRESH COOKIES,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,PASTRY,COOKIE,COOKIE,,
FRESH FRUIT SMOOTHIE WITH BANANAS  PINEAPPLE & GRAPES,AU BON PAIN,250,BEVERAGE,,,,,,,,,,,,SMOOTHIE,SMOOTHIE,SMOOTHIE,,
FRESH FRUIT SMOOTHIE WITH BANANAS  WATERMELON & GRAPES,AU BON PAIN,230,BEVERAGE,,,,,,,,,,,,SMOOTHIE,SMOOTHIE,SMOOTHIE,,
FRESH FRUIT SMOOTHIE WITH MIXED FRUIT,AU BON PAIN,210,BEVERAGE,,,,,,,,,,,,SMOOTHIE,SMOOTHIE,SMOOTHIE,,
FRESH GRAPES,AU BON PAIN,160,SNACK,,,,,,,,,,,,FRUIT,FRUIT,FRUIT,,
FRESH WATERMELON,AU BON PAIN,70,SNACK,,,,,,,,,,,,FRUIT,FRUIT,FRUIT,,
FRESHLY BREWED COFFEE - BLONDE  MEDIUM  DARK OR DECAF - GRANDE,STARBUCKS,5,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
FRESHLY BREWED COFFEE - BLONDE  MEDIUM  DARK OR DECAF - SHORT,STARBUCKS,5,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
FRESHLY BREWED COFFEE - BLONDE  MEDIUM  DARK OR DECAF - TALL,STARBUCKS,5,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
FRESHLY BREWED COFFEE - BLONDE  MEDIUM  DARK OR DECAF - VENTI,STARBUCKS,5,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
Fried Chips,GARBANZO ,,MEAL,,,,,,,,,,,,POTATOES,POTATOES,POTATOES,,
Fries,GARBANZO ,,MEAL,,,,,,,,,,,,POTATOES,POTATOES,POTATOES,,
FRITOS BOWL,DECIO,,MEAL,,,,,,,,,,,,SALAD,CHEESE,CHIPS,,
FROSE,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
FROZEN CARAMEL LATTE,AU BON PAIN,590,BEVERAGE,, MILK,,,,,,,,,,SMOOTHIE,SMOOTHIE,SMOOTHIE,,
FROZEN MOCHA LATTE,AU BON PAIN,590,BEVERAGE,, MILK,,,,,,,,,,SMOOTHIE,SMOOTHIE,SMOOTHIE,,
FRUIT CUP (LARGE),AU BON PAIN,140,SNACK,,,,,,,,,,,,FRUIT,FRUIT,FRUIT,,
FRUIT CUP (MEDIUM),AU BON PAIN,70,SNACK,,,,,,,,,,,,FRUIT,FRUIT,FRUIT,,
FULL LEAF BREWED TEA - GRANDE,STARBUCKS,320,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
FULL LEAF BREWED TEA - TALL,STARBUCKS,240,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
FULL LEAF BREWED TEA - VENTI,STARBUCKS,0,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
FUZE RASPBERRY ICED TEA (LARGE),AU BON PAIN,240,BEVERAGE,,,,,,,,,,,,JUICE,BERRY,BERRY,,
FUZE RASPBERRY ICED TEA (MEDIUM),AU BON PAIN,180,BEVERAGE,,,,,,,,,,,,JUICE,BERRY,BERRY,,
GALLO SIGNATURE SERIES,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
GARDEN & AVOCADO WRAP,AU BON PAIN,370,MEAL,, SOY, WHEAT,,,,,,,,,SANDWICH,BERRY,BERRY,,
GARDEN VEGETABLE SOUP (LARGE),AU BON PAIN,110,MEAL,, MILK, SOY,,,,,,,,,SOUP,BERRY,BERRY,,
GARDEN VEGETABLE SOUP (MEDIUM),AU BON PAIN,80,MEAL,, MILK, SOY,,,,,,,,,SOUP,SOUP,SOUP,,
GARDEN VEGETABLE SOUP (SMALL),AU BON PAIN,50,MEAL,, MILK, SOY,,,,,,,,,SOUP,SOUP,SOUP,,
GARLIC STEAK & PROVOLONE (6-INCH),SUBWAY,550,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
GARLIC STEAK & PROVOLONE (FOOTLONG),SUBWAY,1100,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,SANDWICH,SANDWICH,,
GELATO,HAGERTY FAMILY CAFE,,SNACK,,,,,,,,,,,,ICE CREAM,ICE CREAM,ICE CREAM,,
GHOST PINES,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
GLUTEN FREE CHOCOLATE CHIP BROWNIE,AU BON PAIN,420,SNACK,, EGGS, SOY,,,,,,,,,PASTRY,CHOCOLATE,CHOCOLATE,,
GREAT LAKES COOKED BARBEQUE CHIPS,MODERN MARKET,,MEAL,,,,,,,,,,,,CHIPS,CHIPS,CHIPS,,
GREAT LAKES DORTMUNDER,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
GREAT LAKES ORIGINAL POTATO CHIPS,MODERN MARKET,,MEAL,,,,,,,,,,,,CHIPS,CHIPS,CHIPS,,
GREEK SALAD,CROSSINGS,,MEAL,,,,,,,,,,,,SALAD,TOMATOS,TOMATOS,,
GREEK SALAD ,PIZZA PI,,MEAL,,,,,,,,,,,,SALAD,SALAD,SALAD,,
GREEK VANILLA YOGURT & WILD BLUEBERRY PARFAIT,AU BON PAIN,340,SNACK,, MILK, COCONUT, PECAN,,,,,,,,YOGURT,BERRY,BERRY,,
GREEK WRAP,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,TOMATOS,TOMATOS,,
GREEN CHILI,MODERN MARKET,160,MEAL,,,,,,,,,,,,CHILI,CHILI,CHILI,,
GREEN TEA LATTE - GRANDE,STARBUCKS,310,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
GREEN TEA LATTE - TALL,STARBUCKS,240,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
GREEN TEA LATTE - VENTI,STARBUCKS,190,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
GREENS & ASIAGO SALAD,MODERN MARKET,,MEAL,,,,,,,,,,,,SALAD,CHEESE,CHEESE,,
GRILLED CHEESE,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,CHEESE,,
GRILLED CHICKEN SANTA FE SALAD,LEGENDS,,MEAL,,,,,,,,,,,,CHICKEN,SALAD,SALAD,,
GRILLED ROMAINE ,ROHRS,,MEAL,,,,,,,,,,,,SALAD,SALAD,SALAD,,
GRILLED STEAK SOFT TACO,TACO BELL PIZZA HUT,200,MEAL,,,,,,,,,,,,TACO,STEAK,CHEESE,,
GRILLED VEGETABLE SANDWICH ,ROHRS,,MEAL,,,,,,,,,,,,SANDWICH,VEGETABLES,VEGETABLES,,
GUINNESS STOUT,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
GUMBO SOUP,CROSSINGS,,MEAL,,,,,,,,,,,,SOUP,SOUP,SOUP,,
GYRO BOWL,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,BEEF,BEEF,,
HABENERO ROASTED CHICKEN ON HABENERO WRAP**,SUBWAY,610,MEAL,,WHEAT,GLUTEN,SOYBEANS,,,,,,,,SANDWICH,CHICKEN,CHICKEN,,
HALF & HALF,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,SALAD,CHEESE,,
HALF DOZEN COOKIES,PIZZA PI,,SNACK,,,,,,,,,,,,COOKIE,COOKIE,COOKIE,,
HAM & 2 CHEESE,AU BON PAIN,530,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHEESE,HAM,,
HAM & CHEESE CROISSANT,STARBUCKS,320,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,HAM,,
HAM & CHEESE SAVORY FOLDOVER,STARBUCKS,250,MEAL,,,,,,,,,,,,SANDWICH,CHEESE,HAM,,
HAM & SWISS PANINI,STARBUCKS,490,MEAL,,,,,,,,,,,,SANDWICH,SANDWICH,HAM,,
HAM & CHEDDAR PRETZEL,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,HAM,CHEESE,,
HAM & CHEESE CROISSANT,AU BON PAIN,410,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHEESE,HAM,,
HARP LAGER,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,ALCOHOL,ALCOHOL,,
HARVEST PUMPKIN SOUP (LARGE),AU BON PAIN,310,MEAL,, MILK, WHEAT,,,,,,,,,SOUP,PUMPKIN,PUMPKIN,,
HARVEST PUMPKIN SOUP (MEDIUM),AU BON PAIN,230,MEAL,, MILK, WHEAT,,,,,,,,,SOUP,PUMPKIN,PUMPKIN,,
HARVEST PUMPKIN SOUP (SMALL),AU BON PAIN,150,MEAL,, MILK, WHEAT,,,,,,,,,SOUP,PUMPKIN,PUMPKIN,,
HARVEST TURKEY,AU BON PAIN,390,MEAL,, MILK, SOY, WALNUTS,,,,,,,,TURKEY,TURKEY,TURKEY,,
HARVEST TURKEY WRAP,AU BON PAIN,630,MEAL,, EGGS, MILK, SOY, WALNUT, SULFITES,,,,,,SANDWICH,TURKEY,TURKEY,,
HAYSTACK ONIONS,SMASHBURGER,560,MEAL,EGG,MILK,WHEAT,SOY,,,,,,,,ONIONS,ONIONS,ONIONS,,
HEALTH ADE KOMBUCHA,MODERN MARKET,,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
HEARTY BLUEBERRY OATMEAL,STARBUCKS,220,MEAL,,,,,,,,,,,,OATMEAL,OATMEAL,OATMEAL,,
HEIRLOOM TOMATO CAPRESE�SALAD,LEGENDS,,MEAL,,,,,,,,,,,,TOMATO,SALAD,SALAD,,
HERB CHICKEN SALAD SANDWICH (HALF SANDWICH),AU BON PAIN,230,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHICKEN,SALAD,,
HERB CHICKEN SALAD SANDWICH (HALF SANDWICH),AU BON PAIN,230,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHICKEN,SALAD,,
HERB CHICKEN SALAD SANDWICH (WHOLE SANDWICH),AU BON PAIN,470,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHICKEN,SALAD,,
HERB CHICKEN SALAD SANDWICH (WHOLE SANDWICH),AU BON PAIN,470,MEAL,, EGGS, MILK, SOY, WHEAT,,,,,,,SANDWICH,CHICKEN,SALAD,,
HOMEMADE SOUP OF THE DAY OR CHILI,LEGENDS,,MEAL,,,,,,,,,,,,SOUP,SOUP,SOUP,,
HOMESTYLE LEMONADE (LARGE),AU BON PAIN,390,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
HOMESTYLE LEMONADE (MEDIUM),AU BON PAIN,290,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
HONEST TEA,MODERN MARKET,,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
HONEY 9 GRAIN BAGEL,AU BON PAIN,280,MEAL,, SOY, WHEAT, SESAME,,,,,,,,BREAD,BREAD,BREAD,,
HONEY MUSTARD,HAGERTY FAMILY CAFE,,MEAL,,,,,,,,,,,,SANDWICH,CHICKEN,CHEESE,,
HOT AMERICANO,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
HOT CAPPUCCINO,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
HOT CHAI LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
HOT CHOCHOLATE ,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,CHOCOLATE,CHOCOLATE,CHOCOLATE,,
HOT CHOCOLATE,CHARRON FAMILY,,BEVERAGE,,,,,,,,,,,,CHOCOLATE,CHOCOLATE,CHOCOLATE,,
HOT CHOCOLATE - GRANDE,STARBUCKS,230,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
HOT CHOCOLATE - SHORT,STARBUCKS,490,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
HOT CHOCOLATE - TALL,STARBUCKS,610,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
HOT CHOCOLATE - VENTI,STARBUCKS,320,BEVERAGE,MILK,,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
HOT CHOCOLATE (LARGE),AU BON PAIN,440,BEVERAGE,, MILK,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
HOT CHOCOLATE (MEDIUM),AU BON PAIN,350,BEVERAGE,, MILK,,,,,,,,,,COFFEE,CHOCOLATE,CHOCOLATE,,
HOT COFFEE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
HOT EXPRESSO,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
HOT ITALIAN PANINI,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,TURKEY,HAM,,
HOT ITALIAN SANDWHICH,CROSSINGS,,MEAL,,,,,,,,,,,,SANDWICH,TURKEY,HAM,,
HOT LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
HOT MACCHIATO,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
HOT MOCHA,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
HOT TEA,CHARRON FAMILY,,BEVERAGE,,,,,,,,,,,,TEA,TEA,TEA,,
HOT VANILLA LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
HOT WOK ORANGE CHICKEN,STAR GINGER,545,MEAL,,,,,,,,,,,,CHICKEN,RICE,RICE,,
HOT WOK THAI CHICKEN CURRY,STAR GINGER,625,MEAL,,,,,,,,,,,,CHICKEN,RICE,RICE,,
HOUSE CURED CORNED BEEF ,ROHRS,,MEAL,,,,,,,,,,,,BEEF,CHEESE,FRIES,,
HOUSE SALAD,LEGENDS,,MEAL,,,,,,,,,,,,SALAD,SALAD,SALAD,,
HOUSEMADE GRANOLA,AU BON PAIN,140,SNACK,, MILK, COCONUT, PECANS,,,,,,,,BREAKFAST,BREAKFAST,BREAKFAST,,
Hubert s Strawberry Lemonade,GARBANZO ,,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
Huberts Original Lemonade,GARBANZO ,,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICE CREAM CONE SUGAR COOKIE,STARBUCKS,250,SNACK,,,,,,,,,,,,PASTRY,COOKIE,ICECREAM,,
ICE CREAM COOKIE SANDWICH,PIZZA PI,,SNACK,,,,,,,,,,,,ICE CREAM,COOKIE,COOKIE,,
ICED BLACK TEA (LARGE),AU BON PAIN,10,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED BLACK TEA (MEDIUM),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,JUICE,JUICE,JUICE,,
ICED CAFFE AMERICANO (LARGE),AU BON PAIN,15,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CAFFE AMERICANO (MEDIUM),AU BON PAIN,10,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CAFFE LATTE (LARGE),AU BON PAIN,180,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CAFFE LATTE (MEDIUM),AU BON PAIN,140,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CAFFE MILANO (LARGE),AU BON PAIN,350,BEVERAGE,, MILK, HAZELNUT,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CAFFE MILANO (MEDIUM),AU BON PAIN,280,BEVERAGE,, MILK, HAZELNUT,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CARAMEL MACCHIATO - GRANDE,STARBUCKS,250,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CARAMEL MACCHIATO - TALL,STARBUCKS,180,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CARAMEL MACCHIATO - VENTI,STARBUCKS,350,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CARAMEL MACCHIATO (LARGE),AU BON PAIN,340,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CARAMEL MACCHIATO (MEDIUM),AU BON PAIN,270,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CHAI LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CHAI LATTE (LARGE),AU BON PAIN,270,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED CHAI LATTE (MEDIUM),AU BON PAIN,210,BEVERAGE,, MILK,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED COFFEE,CHARRON FAMILY,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED COFFEE - VANILLA OR CARAMEL - GRANDE,STARBUCKS,90,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED COFFEE - VANILLA OR CARAMEL - TALL,STARBUCKS,60,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED COFFEE - VANILLA OR CARAMEL - VENTI,STARBUCKS,130,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED DECAF FRENCH ROAST COFFEE (LARGE),AU BON PAIN,10,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED DECAF FRENCH ROAST COFFEE (MEDIUM),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED FLAT WHITE - GRANDE,STARBUCKS,150,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED FLAT WHITE - TALL,STARBUCKS,110,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED FLAT WHITE - VENTI,STARBUCKS,220,BEVERAGE,MILK,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED FRENCH ROAST COFFEE (LARGE),AU BON PAIN,10,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED FRENCH ROAST COFFEE (MEDIUM),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED FRENCH VANILLA COFFEE (LARGE),AU BON PAIN,10,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED FRENCH VANILLA COFFEE (MEDIUM),AU BON PAIN,5,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED LATTE,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,COFFEE,COFFEE,COFFEE,,
ICED LEMON LOAF CAKE,STARBUCKS,470,SNACK,,,,,,,,,,,,SNACK,CAKE,CAKE,,
ICED LEMON POUND CAKE,AU BON PAIN,470,SNACK,, EGG, MILK, SOY, WHEAT,,,,,,,PASTRY,CAKE,CAKE,,
ICED LEMON POUND CAKE LOAF,STARBUCKS,470,SNACK,,,,,,,,,,,,PASTRY,CAKE,CAKE,,
